equipment;device;operation;reqsize;cache;repetition;dataamount;bandwidth;tempo
PC;SSD1;write;4096;1;5;19650314240.0;319844352.0;61.437
PC;SSD1;write;4096;1;6;19570622464.0;314286080.0;62.27
PC;SSD1;write;4096;1;7;19566428160.0;321588224.0;60.843
PC;SSD1;write;4096;1;8;19444793344.0;316943360.0;61.351
PC;SSD1;write;4096;1;9;20237516800.0;337246208.0;60.008
PC;SSD1;write;4096;0;10;17850957824.0;297490432.0;60.005
PC;SSD1;write;4096;0;1;18266193920.0;304405504.0;60.006
PC;SSD1;write;4096;0;2;18006147072.0;300061696.0;60.008
PC;SSD1;write;4096;0;3;18270388224.0;304490496.0;60.003
PC;SSD1;write;4096;0;4;18224250880.0;303549440.0;60.037
PC;SSD1;write;4096;0;5;18060673024.0;300955648.0;60.011
PC;SSD1;write;4096;0;6;18173919232.0;302837760.0;60.012
PC;SSD1;write;4096;0;7;17972592640.0;299457536.0;60.017
PC;SSD1;write;4096;0;8;18081644544.0;301230080.0;60.026
PC;SSD1;write;4096;0;9;18282971136.0;304705536.0;60.002
