equipment;device;operation;reqsize;cache;repetition;dataamount;bandwidth;tempo
CUBIE;SSD2;randread;32;1;10;1977928908.8;32964608.0;60.0
CUBIE;SSD2;randread;32;1;1;1967967436.8;32797696.0;60.001
CUBIE;SSD2;randread;32;1;2;1981703782.4;33026048.0;60.001
CUBIE;SSD2;randread;32;1;3;1975831756.8;32927744.0;60.001
CUBIE;SSD2;randread;32;1;4;1976985190.4;32942080.0;60.001
CUBIE;SSD2;randread;32;1;5;1975202611.2;32908288.0;60.001
CUBIE;SSD2;randread;32;1;6;1968282009.6;32818176.0;60.001
CUBIE;SSD2;randread;32;1;7;1994810982.4;33246208.0;60.0
CUBIE;SSD2;randread;32;1;8;1992713830.4;33209344.0;60.001
CUBIE;SSD2;randread;32;1;9;1977719193.6;32974848.0;60.001
CUBIE;SSD2;randread;32;0;10;2915775283.2;48592896.0;60.001
CUBIE;SSD2;randread;32;0;1;2911580979.2;48514048.0;60.001
CUBIE;SSD2;randread;32;0;2;2910217830.4;48501760.0;60.001
CUBIE;SSD2;randread;32;0;3;2952370585.6;49203200.0;60.001
CUBIE;SSD2;randread;32;0;4;2959605760.0;49324032.0;60.001
CUBIE;SSD2;randread;32;0;5;2903192371.2;48382976.0;60.001
CUBIE;SSD2;randread;32;0;6;2912629555.2;48542720.0;60.0
CUBIE;SSD2;randread;32;0;7;2940626534.4;49002496.0;60.001
CUBIE;SSD2;randread;32;0;8;2925631897.6;48773120.0;60.001
CUBIE;SSD2;randread;32;0;9;2935383654.4;48915456.0;60.001
CUBIE;SSD2;randread;4096;1;10;9013559296.0;150203392.0;60.009
CUBIE;SSD2;randread;4096;1;1;8946450432.0;149071872.0;60.014
CUBIE;SSD2;randread;4096;1;2;8971616256.0;149509120.0;60.007
CUBIE;SSD2;randread;4096;1;3;9030336512.0;150490112.0;60.006
CUBIE;SSD2;randread;4096;1;4;9030336512.0;150479872.0;60.01
CUBIE;SSD2;randread;4096;1;5;9072279552.0;151196672.0;60.003
CUBIE;SSD2;randread;4096;1;6;9055502336.0;150889472.0;60.014
CUBIE;SSD2;randread;4096;1;7;9026142208.0;150384640.0;60.02
CUBIE;SSD2;randread;4096;1;8;9076473856.0;151271424.0;60.001
CUBIE;SSD2;randread;4096;1;9;8975810560.0;149561344.0;60.014
CUBIE;SSD2;randread;4096;0;10;8438939648.0;140615680.0;60.014
CUBIE;SSD2;randread;4096;0;1;8392802304.0;139855872.0;60.01
CUBIE;SSD2;randread;4096;0;2;8459911168.0;140932096.0;60.028
CUBIE;SSD2;randread;4096;0;3;8396996608.0;139881472.0;60.029
CUBIE;SSD2;randread;4096;0;4;8451522560.0;140834816.0;60.01
CUBIE;SSD2;randread;4096;0;5;8531214336.0;142179328.0;60.003
CUBIE;SSD2;randread;4096;0;6;8317304832.0;138618880.0;60.001
CUBIE;SSD2;randread;4096;0;7;8447328256.0;140760064.0;60.012
CUBIE;SSD2;randread;4096;0;8;8527020032.0;142061568.0;60.023
CUBIE;SSD2;randread;4096;0;9;8451522560.0;140829696.0;60.012
CUBIE;SSD2;randwrite;32;1;10;2279184793.6;37943296.0;60.066
CUBIE;SSD2;randwrite;32;1;1;2277821644.8;37961728.0;60.001
CUBIE;SSD2;randwrite;32;1;2;2282120806.4;37990400.0;60.07
CUBIE;SSD2;randwrite;32;1;3;2286000537.6;38113280.0;60.0
CUBIE;SSD2;randwrite;32;1;4;2284322816.0;38000640.0;60.11
CUBIE;SSD2;randwrite;32;1;5;2282225664.0;37953536.0;60.129
CUBIE;SSD2;randwrite;32;1;6;2275724492.8;37926912.0;60.001
CUBIE;SSD2;randwrite;32;1;7;2285790822.4;38094848.0;60.0
CUBIE;SSD2;randwrite;32;1;8;2286734540.8;38023168.0;60.136
CUBIE;SSD2;randwrite;32;1;9;2287468544.0;38012928.0;60.172
CUBIE;SSD2;randwrite;32;0;10;1541826150.4;25695232.0;60.001
CUBIE;SSD2;randwrite;32;0;1;1521798348.8;25361408.0;60.001
CUBIE;SSD2;randwrite;32;0;2;1533542400.0;25555968.0;60.001
CUBIE;SSD2;randwrite;32;0;3;1530711244.8;25509888.0;60.002
CUBIE;SSD2;randwrite;32;0;4;1538470707.2;25639936.0;60.001
CUBIE;SSD2;randwrite;32;0;5;1525468364.8;25422848.0;60.001
CUBIE;SSD2;randwrite;32;0;6;1541197004.8;25684992.0;60.0
CUBIE;SSD2;randwrite;32;0;7;1545915596.8;25763840.0;60.001
CUBIE;SSD2;randwrite;32;0;8;1544657305.6;25757696.0;60.001
CUBIE;SSD2;randwrite;32;0;9;1531340390.4;25520128.0;60.001
CUBIE;SSD2;randwrite;4096;1;10;2298478592.0;38288384.0;60.03
CUBIE;SSD2;randwrite;4096;1;1;2302672896.0;38373376.0;60.007
CUBIE;SSD2;randwrite;4096;1;2;2306867200.0;38431744.0;60.025
CUBIE;SSD2;randwrite;4096;1;3;2311061504.0;38436864.0;60.126
CUBIE;SSD2;randwrite;4096;1;4;2311061504.0;38401024.0;60.181
CUBIE;SSD2;randwrite;4096;1;5;2311061504.0;38402048.0;60.18
CUBIE;SSD2;randwrite;4096;1;6;2306867200.0;38384640.0;60.098
CUBIE;SSD2;randwrite;4096;1;7;2306867200.0;38330368.0;60.183
CUBIE;SSD2;randwrite;4096;1;8;2306867200.0;38358016.0;60.14
CUBIE;SSD2;randwrite;4096;1;9;2306867200.0;38350848.0;60.151
CUBIE;SSD2;randwrite;4096;0;10;2147483648.0;35736576.0;60.091
CUBIE;SSD2;randwrite;4096;0;1;2147483648.0;35752960.0;60.064
CUBIE;SSD2;randwrite;4096;0;2;2151677952.0;35843072.0;60.029
CUBIE;SSD2;randwrite;4096;0;3;2151677952.0;35842048.0;60.031
CUBIE;SSD2;randwrite;4096;0;4;2155872256.0;35886080.0;60.074
CUBIE;SSD2;randwrite;4096;0;5;2151677952.0;35831808.0;60.048
CUBIE;SSD2;randwrite;4096;0;6;2155872256.0;35880960.0;60.084
CUBIE;SSD2;randwrite;4096;0;7;2160066560.0;35992576.0;60.014
CUBIE;SSD2;randwrite;4096;0;8;2155872256.0;35890176.0;60.068
CUBIE;SSD2;randwrite;4096;0;9;2160066560.0;35957760.0;60.071
CUBIE;SSD2;read;32;1;10;7263695667.2;121059328.0;60.0
CUBIE;SSD2;read;32;1;1;7215775744.0;120259584.0;60.001
CUBIE;SSD2;read;32;1;2;7209589145.6;120157184.0;60.0
CUBIE;SSD2;read;32;1;3;7143633715.2;119059456.0;60.0
CUBIE;SSD2;read;32;1;4;7168275251.2;119468032.0;60.001
CUBIE;SSD2;read;32;1;5;7218502041.6;120307712.0;60.0
CUBIE;SSD2;read;32;1;6;7203402547.2;120055808.0;60.0
CUBIE;SSD2;read;32;1;7;7258557644.8;120972288.0;60.001
CUBIE;SSD2;read;32;1;8;7283094323.2;121382912.0;60.0
CUBIE;SSD2;read;32;1;9;7200047104.0;119997440.0;60.001
CUBIE;SSD2;read;32;0;10;3696544972.8;61606912.0;60.001
CUBIE;SSD2;read;32;0;1;3665192550.4;61083648.0;60.001
CUBIE;SSD2;read;32;0;2;3710595891.2;61841408.0;60.001
CUBIE;SSD2;read;32;0;3;3714056192.0;61899776.0;60.001
CUBIE;SSD2;read;32;0;4;3710176460.8;61834240.0;60.001
CUBIE;SSD2;read;32;0;5;3706821017.6;61794304.0;60.001
CUBIE;SSD2;read;32;0;6;3709652172.8;61825024.0;60.001
CUBIE;SSD2;read;32;0;7;3702416998.4;61705216.0;60.001
CUBIE;SSD2;read;32;0;8;3732720844.8;62210048.0;60.001
CUBIE;SSD2;read;32;0;9;3730413977.6;62164992.0;60.007
CUBIE;SSD2;read;4096;1;10;7868514304.0;131110912.0;60.014
CUBIE;SSD2;read;4096;1;1;7830765568.0;130464768.0;60.022
CUBIE;SSD2;read;4096;1;2;7881097216.0;131318784.0;60.015
CUBIE;SSD2;read;4096;1;3;7918845952.0;131938304.0;60.019
CUBIE;SSD2;read;4096;1;4;7914651648.0;131849216.0;60.028
CUBIE;SSD2;read;4096;1;5;7948206080.0;132427776.0;60.019
CUBIE;SSD2;read;4096;1;6;7935623168.0;132219904.0;60.018
CUBIE;SSD2;read;4096;1;7;7923040256.0;131984384.0;60.03
CUBIE;SSD2;read;4096;1;8;7931428864.0;132176896.0;60.006
CUBIE;SSD2;read;4096;1;9;7935623168.0;132240384.0;60.009
CUBIE;SSD2;read;4096;0;10;8334082048.0;138847232.0;60.023
CUBIE;SSD2;read;4096;0;1;8430551040.0;140498944.0;60.004
CUBIE;SSD2;read;4096;0;2;8531214336.0;142146560.0;60.017
CUBIE;SSD2;read;4096;0;3;8413773824.0;140224512.0;60.002
CUBIE;SSD2;read;4096;0;4;8531214336.0;142179328.0;60.003
CUBIE;SSD2;read;4096;0;5;8434745344.0;140566528.0;60.005
CUBIE;SSD2;read;4096;0;6;8472494080.0;141163520.0;60.019
CUBIE;SSD2;read;4096;0;7;8476688384.0;141244416.0;60.014
CUBIE;SSD2;read;4096;0;8;8459911168.0;140988416.0;60.004
CUBIE;SSD2;read;4096;0;9;8321499136.0;138647552.0;60.019
CUBIE;SSD2;write;32;1;10;2327104716.8;38784000.0;60.001
CUBIE;SSD2;write;32;1;1;2379428659.2;39552000.0;60.159
CUBIE;SSD2;write;32;1;2;2381735526.4;39579648.0;60.173
CUBIE;SSD2;write;32;1;3;2380686950.4;39559168.0;60.177
CUBIE;SSD2;write;32;1;4;2318506393.6;38640640.0;60.001
