equipment;device;operation;reqsize;cache;repetition;dataamount;bandwidth;tempo
CUBIE;HDD1;randwrite;4096;1;6;1619001344.0;26971136.0;60.025
CUBIE;HDD1;randwrite;4096;1;7;1623195648.0;26992640.0;60.134
CUBIE;HDD1;randwrite;4096;1;8;1652555776.0;27284480.0;60.566
CUBIE;HDD1;randwrite;4096;1;9;1619001344.0;26938368.0;60.099
CUBIE;HDD1;randwrite;4096;0;10;1409286144.0;23462912.0;60.062
CUBIE;HDD1;randwrite;4096;0;1;1405091840.0;23383040.0;60.09
CUBIE;HDD1;randwrite;4096;0;2;1405091840.0;23319552.0;60.253
CUBIE;HDD1;randwrite;4096;0;3;1417674752.0;23617536.0;60.025
CUBIE;HDD1;randwrite;4096;0;4;1413480448.0;23520256.0;60.095
CUBIE;HDD1;randwrite;4096;0;5;1400897536.0;23321600.0;60.067
CUBIE;HDD1;randwrite;4096;0;6;1405091840.0;23320576.0;60.251
CUBIE;HDD1;randwrite;4096;0;7;1417674752.0;23609344.0;60.045
CUBIE;HDD1;randwrite;4096;0;8;1409286144.0;23453696.0;60.086
CUBIE;HDD1;randwrite;4096;0;9;1409286144.0;23465984.0;60.055
CUBIE;HDD1;read;32;1;10;4208774348.8;70142976.0;60.001
CUBIE;HDD1;read;32;1;1;3351982899.2;55863296.0;60.001
CUBIE;HDD1;read;32;1;2;2620496281.6;43686912.0;60.004
CUBIE;HDD1;read;32;1;3;4214541516.8;70238208.0;60.002
CUBIE;HDD1;read;32;1;4;2628570316.8;43771904.0;60.049
CUBIE;HDD1;read;32;1;5;2568277196.8;42765312.0;60.052
CUBIE;HDD1;read;32;1;6;2587990425.6;43130880.0;60.024
CUBIE;HDD1;read;32;1;7;5546442752.0;92438528.0;60.001
CUBIE;HDD1;read;32;1;8;3921149952.0;65345536.0;60.005
CUBIE;HDD1;read;32;1;9;2633288908.8;43870208.0;60.022
CUBIE;HDD1;read;32;0;10;2440770355.2;40675328.0;60.002
CUBIE;HDD1;read;32;0;1;2390124134.4;39832576.0;60.001
CUBIE;HDD1;read;32;0;2;2829896908.8;47163392.0;60.001
CUBIE;HDD1;read;32;0;3;2493304012.8;41553920.0;60.001
CUBIE;HDD1;read;32;0;4;2833042636.8;47201280.0;60.019
CUBIE;HDD1;read;32;0;5;2475897651.2;41261056.0;60.004
CUBIE;HDD1;read;32;0;6;2496030310.4;41584640.0;60.013
CUBIE;HDD1;read;32;0;7;2311480934.4;38504448.0;60.02
CUBIE;HDD1;read;32;0;8;3176660992.0;52942848.0;60.001
CUBIE;HDD1;read;32;0;9;2269013606.4;37810176.0;60.008
CUBIE;HDD1;read;4096;1;10;3225419776.0;53504000.0;60.283
CUBIE;HDD1;read;4096;1;1;3225419776.0;53596160.0;60.179
CUBIE;HDD1;read;4096;1;2;3502243840.0;58341376.0;60.03
CUBIE;HDD1;read;4096;1;3;3103784960.0;51655680.0;60.085
CUBIE;HDD1;read;4096;1;4;2621440000.0;43664384.0;60.035
CUBIE;HDD1;read;4096;1;5;2982150144.0;49471488.0;60.28
CUBIE;HDD1;read;4096;1;6;2575302656.0;42852352.0;60.096
CUBIE;HDD1;read;4096;1;7;3221225472.0;53605376.0;60.091
CUBIE;HDD1;read;4096;1;8;2638217216.0;43843584.0;60.173
CUBIE;HDD1;read;4096;1;9;4433379328.0;73878528.0;60.009
CUBIE;HDD1;read;4096;0;10;4559208448.0;75866112.0;60.095
CUBIE;HDD1;read;4096;0;1;2554331136.0;42462208.0;60.154
CUBIE;HDD1;read;4096;0;2;3439329280.0;57251840.0;60.073
CUBIE;HDD1;read;4096;0;3;3120562176.0;51983360.0;60.029
CUBIE;HDD1;read;4096;0;4;3099590656.0;51648512.0;60.013
CUBIE;HDD1;read;4096;0;5;2537553920.0;42276864.0;60.022
CUBIE;HDD1;read;4096;0;6;3724541952.0;61838336.0;60.23
CUBIE;HDD1;read;4096;0;7;3233808384.0;53864448.0;60.036
CUBIE;HDD1;read;4096;0;8;4550819840.0;75812864.0;60.027
CUBIE;HDD1;read;4096;0;9;2667577344.0;44453888.0;60.007
CUBIE;HDD1;write;32;1;10;2213124505.6;36883456.0;60.001
CUBIE;HDD1;write;32;1;1;2293969715.2;38195200.0;60.055
CUBIE;HDD1;write;32;1;2;2280757657.6;38010880.0;60.001
CUBIE;HDD1;write;32;1;3;2271425331.2;37776384.0;60.126
CUBIE;HDD1;write;32;1;4;2300470886.4;38225920.0;60.178
CUBIE;HDD1;write;32;1;5;2266497024.0;37658624.0;60.183
CUBIE;HDD1;write;32;1;6;2251187814.4;37485568.0;60.052
CUBIE;HDD1;write;32;1;7;2310956646.4;38450176.0;60.1
CUBIE;HDD1;write;32;1;8;2248671232.0;37365760.0;60.176
CUBIE;HDD1;write;32;1;9;2285685964.8;37982208.0;60.175
CUBIE;HDD1;write;32;0;10;1487195340.8;24783872.0;60.001
CUBIE;HDD1;write;32;0;1;1521064345.6;25349120.0;60.001
CUBIE;HDD1;write;32;0;2;1494640230.4;24903680.0;60.001
CUBIE;HDD1;write;32;0;3;1487090483.2;24782848.0;60.002
CUBIE;HDD1;write;32;0;4;1503762841.6;25061376.0;60.001
CUBIE;HDD1;write;32;0;5;1495793664.0;24928256.0;60.001
CUBIE;HDD1;write;32;0;6;1476709580.8;24609792.0;60.001
CUBIE;HDD1;write;32;0;7;1490865356.8;24845312.0;60.001
CUBIE;HDD1;write;32;0;8;1480799027.2;24677376.0;60.002
CUBIE;HDD1;write;32;0;9;1488873062.4;24812544.0;60.001
CUBIE;HDD1;write;4096;1;10;2269118464.0;37804032.0;60.022
CUBIE;HDD1;write;4096;1;1;2256535552.0;37564416.0;60.07
CUBIE;HDD1;write;4096;1;2;2298478592.0;38289408.0;60.029
CUBIE;HDD1;write;4096;1;3;2306867200.0;38373376.0;60.116
CUBIE;HDD1;write;4096;1;4;2277507072.0;37889024.0;60.109
CUBIE;HDD1;write;4096;1;5;2239758336.0;37314560.0;60.023
CUBIE;HDD1;write;4096;1;6;2252341248.0;37414912.0;60.199
CUBIE;HDD1;write;4096;1;7;2248146944.0;37424128.0;60.071
CUBIE;HDD1;write;4096;1;8;2290089984.0;38105088.0;60.099
CUBIE;HDD1;write;4096;1;9;2239758336.0;37197824.0;60.211
CUBIE;HDD1;write;4096;0;10;1816133632.0;30236672.0;60.063
CUBIE;HDD1;write;4096;0;1;1845493760.0;30718976.0;60.075
CUBIE;HDD1;write;4096;0;2;1841299456.0;30658560.0;60.057
CUBIE;HDD1;write;4096;0;3;1841299456.0;30621696.0;60.13
CUBIE;HDD1;write;4096;0;4;1845493760.0;30750720.0;60.013
CUBIE;HDD1;write;4096;0;5;1828716544.0;30469120.0;60.018
CUBIE;HDD1;write;4096;0;6;1824522240.0;30347264.0;60.12
CUBIE;HDD1;write;4096;0;7;1849688064.0;30809088.0;60.037
CUBIE;HDD1;write;4096;0;8;1837105152.0;30577664.0;60.078
CUBIE;HDD1;write;4096;0;9;1845493760.0;30738432.0;60.038
