equipment;device;operation;reqsize;cache;repetition;dataamount;bandwidth;tempo
PC;HDD2;randwrite;32;0;3;213286912.0;3538944.0;60.262
PC;HDD2;randwrite;32;0;4;214564864.0;3561472.0;60.239
PC;HDD2;randwrite;32;0;5;206831616.0;3446784.0;60.005
PC;HDD2;randwrite;32;0;6;214040576.0;3553280.0;60.223
PC;HDD2;randwrite;32;0;7;213614592.0;3546112.0;60.233
PC;HDD2;randwrite;32;0;8;213254144.0;3539968.0;60.229
PC;HDD2;randwrite;32;0;9;213155840.0;3536896.0;60.263
PC;HDD2;randwrite;4096;1;10;4735369216.0;69761024.0;67.879
PC;HDD2;randwrite;4096;1;1;4718592000.0;73315328.0;64.36
PC;HDD2;randwrite;4096;1;2;4752146432.0;79195136.0;60.005
PC;HDD2;randwrite;4096;1;3;4651483136.0;77518848.0;60.004
PC;HDD2;randwrite;4096;1;4;4701814784.0;78347264.0;60.012
PC;HDD2;randwrite;4096;1;5;4710203392.0;69927936.0;67.357
PC;HDD2;randwrite;4096;1;6;4794089472.0;79866880.0;60.026
PC;HDD2;randwrite;4096;1;7;4706009088.0;78430208.0;60.002
PC;HDD2;randwrite;4096;1;8;4722786304.0;69512192.0;67.941
PC;HDD2;randwrite;4096;1;9;4722786304.0;69484544.0;67.968
PC;HDD2;randwrite;4096;0;10;2088763392.0;34806784.0;60.009
PC;HDD2;randwrite;4096;0;1;2084569088.0;34739200.0;60.006
PC;HDD2;randwrite;4096;0;2;2084569088.0;34739200.0;60.006
PC;HDD2;randwrite;4096;0;3;2084569088.0;34676736.0;60.113
PC;HDD2;randwrite;4096;0;4;2088763392.0;34799616.0;60.022
PC;HDD2;randwrite;4096;0;5;2088763392.0;34808832.0;60.006
PC;HDD2;randwrite;4096;0;6;2092957696.0;34836480.0;60.079
PC;HDD2;randwrite;4096;0;7;2088763392.0;34778112.0;60.059
PC;HDD2;randwrite;4096;0;8;2088763392.0;34776064.0;60.062
PC;HDD2;randwrite;4096;0;9;2088763392.0;34810880.0;60.002
PC;HDD2;read;32;1;10;2489843712.0;41492480.0;60.006
PC;HDD2;read;32;1;1;2490158284.8;41499648.0;60.001
PC;HDD2;read;32;1;2;2488795136.0;41478144.0;60.001
PC;HDD2;read;32;1;3;2484600832.0;41405440.0;60.005
PC;HDD2;read;32;1;4;2488795136.0;41478144.0;60.001
PC;HDD2;read;32;1;5;2490682572.8;41506816.0;60.004
PC;HDD2;read;32;1;6;2489424281.6;41501696.0;60.005
PC;HDD2;read;32;1;7;2490682572.8;41507840.0;60.003
PC;HDD2;read;32;1;8;2489843712.0;41495552.0;60.001
PC;HDD2;read;32;1;9;2489843712.0;41492480.0;60.006
PC;HDD2;read;32;0;10;2498756608.0;41645056.0;60.001
PC;HDD2;read;32;0;1;2501063475.2;41682944.0;60.001
PC;HDD2;read;32;0;2;2502321766.4;41703424.0;60.001
PC;HDD2;read;32;0;3;2498442035.2;41637888.0;60.001
PC;HDD2;read;32;0;4;2502321766.4;41697280.0;60.001
PC;HDD2;read;32;0;5;2501482905.6;41689088.0;60.001
PC;HDD2;read;32;0;6;2502112051.2;41700352.0;60.001
PC;HDD2;read;32;0;7;2496344883.2;41592832.0;60.002
PC;HDD2;read;32;0;8;2502741196.8;41709568.0;60.001
PC;HDD2;read;32;0;9;2501902336.0;41697280.0;60.001
PC;HDD2;read;4096;1;10;2491416576.0;41478144.0;60.065
PC;HDD2;read;4096;1;1;2491416576.0;41489408.0;60.048
PC;HDD2;read;4096;1;2;2491416576.0;41500672.0;60.033
PC;HDD2;read;4096;1;3;2491416576.0;41470976.0;60.075
PC;HDD2;read;4096;1;4;2491416576.0;41507840.0;60.022
PC;HDD2;read;4096;1;5;2491416576.0;41504768.0;60.027
PC;HDD2;read;4096;1;6;2491416576.0;41503744.0;60.028
PC;HDD2;read;4096;1;7;2491416576.0;41485312.0;60.054
PC;HDD2;read;4096;1;8;2483027968.0;41324544.0;60.085
PC;HDD2;read;4096;1;9;2491416576.0;41501696.0;60.031
PC;HDD2;read;4096;0;10;2503999488.0;41709568.0;60.033
PC;HDD2;read;4096;0;1;2503999488.0;41684992.0;60.069
PC;HDD2;read;4096;0;2;2503999488.0;41713664.0;60.028
PC;HDD2;read;4096;0;3;2503999488.0;41713664.0;60.027
PC;HDD2;read;4096;0;4;2503999488.0;41697280.0;60.051
PC;HDD2;read;4096;0;5;2503999488.0;41690112.0;60.061
PC;HDD2;read;4096;0;6;2503999488.0;41693184.0;60.057
PC;HDD2;read;4096;0;7;2503999488.0;41694208.0;60.056
PC;HDD2;read;4096;0;8;2503999488.0;41726976.0;60.008
PC;HDD2;read;4096;0;9;2503999488.0;41668608.0;60.093
PC;HDD2;write;32;1;10;4888880742.4;73539584.0;66.478
PC;HDD2;write;32;1;1;4809713254.4;71800832.0;66.986
PC;HDD2;write;32;1;2;4934179225.6;73115648.0;67.483
PC;HDD2;write;32;1;3;4809293824.0;72023040.0;66.773
PC;HDD2;write;32;1;4;4994786918.4;74845184.0;66.733
PC;HDD2;write;32;1;5;4862771200.0;73149440.0;66.476
PC;HDD2;write;32;1;6;4825966182.4;72142848.0;66.893
PC;HDD2;write;32;1;7;4818940723.2;72198144.0;66.744
PC;HDD2;write;32;1;8;4876297830.4;73052160.0;66.75
PC;HDD2;write;32;1;9;4903351091.2;73718784.0;66.514
PC;HDD2;write;32;0;10;2450102681.6;40833024.0;60.001
PC;HDD2;write;32;0;1;2442867507.2;40711168.0;60.001
PC;HDD2;write;32;0;2;2446747238.4;40777728.0;60.001
PC;HDD2;write;32;0;3;2457232998.4;40946688.0;60.001
PC;HDD2;write;32;0;4;2451256115.2;40852480.0;60.001
PC;HDD2;write;32;0;5;2441189785.6;40700928.0;60.001
PC;HDD2;write;32;0;6;2458596147.2;40974336.0;60.001
PC;HDD2;write;32;0;7;2459330150.4;40981504.0;60.001
PC;HDD2;write;32;0;8;2458071859.2;40966144.0;60.001
PC;HDD2;write;32;0;9;2451465830.4;40856576.0;60.001
PC;HDD2;write;4096;1;10;4928307200.0;73291776.0;67.242
PC;HDD2;write;4096;1;1;4898947072.0;72821760.0;67.273
PC;HDD2;write;4096;1;2;4957667328.0;73491456.0;67.459
PC;HDD2;write;4096;1;3;5091885056.0;75622400.0;67.333
PC;HDD2;write;4096;1;4;4915724288.0;73575424.0;66.812
PC;HDD2;write;4096;1;5;4919918592.0;73821184.0;66.646
PC;HDD2;write;4096;1;6;4886364160.0;73815040.0;66.197
PC;HDD2;write;4096;1;7;4911529984.0;73660416.0;66.678
PC;HDD2;write;4096;1;8;4894752768.0;73539584.0;66.559
PC;HDD2;write;4096;1;9;4890558464.0;73458688.0;66.575
PC;HDD2;write;4096;0;10;2428502016.0;40437760.0;60.055
PC;HDD2;write;4096;0;1;2462056448.0;41005056.0;60.042
PC;HDD2;write;4096;0;2;2457862144.0;40908800.0;60.081
PC;HDD2;write;4096;0;3;2462056448.0;40976384.0;60.084
PC;HDD2;write;4096;0;4;2436890624.0;40608768.0;60.008
PC;HDD2;write;4096;0;5;2462056448.0;41006080.0;60.041
PC;HDD2;write;4096;0;6;2432696320.0;40482816.0;60.091
PC;HDD2;write;4096;0;7;2462056448.0;40999936.0;60.05
PC;HDD2;write;4096;0;8;2466250752.0;41039872.0;60.093
PC;HDD2;write;4096;0;9;2462056448.0;41030656.0;60.005
