equipment;device;operation;reqsize;cache;repetition;dataamount;bandwidth;tempo
PC;HDD2;randread;32;1;10;153649152.0;2560000.0;60.003
PC;HDD2;randread;32;1;1;153616384.0;2558976.0;60.011
PC;HDD2;randread;32;1;2;153780224.0;2562048.0;60.011
PC;HDD2;randread;32;1;3;153649152.0;2560000.0;60.005
PC;HDD2;randread;32;1;4;153845760.0;2563072.0;60.003
PC;HDD2;randread;32;1;5;153845760.0;2563072.0;60.01
PC;HDD2;randread;32;1;6;153845760.0;2563072.0;60.01
PC;HDD2;randread;32;1;7;153649152.0;2560000.0;60.004
PC;HDD2;randread;32;1;8;153780224.0;2562048.0;60.001
PC;HDD2;randread;32;1;9;153845760.0;2563072.0;60.002
PC;HDD2;randread;32;0;10;154075136.0;2567168.0;60.006
PC;HDD2;randread;32;0;1;154304512.0;2571264.0;60.005
PC;HDD2;randread;32;0;2;154337280.0;2571264.0;60.012
PC;HDD2;randread;32;0;3;154206208.0;2569216.0;60.003
PC;HDD2;randread;32;0;4;153911296.0;2564096.0;60.01
PC;HDD2;randread;32;0;5;155058176.0;2583552.0;60.006
PC;HDD2;randread;32;0;6;154533888.0;2574336.0;60.006
PC;HDD2;randread;32;0;7;154337280.0;2571264.0;60.007
PC;HDD2;randread;32;0;8;154271744.0;2570240.0;60.004
PC;HDD2;randread;32;0;9;154435584.0;2573312.0;60.003
PC;HDD2;randread;4096;1;10;2126512128.0;35397632.0;60.074
PC;HDD2;randread;4096;1;1;2126512128.0;35376128.0;60.11
PC;HDD2;randread;4096;1;2;2126512128.0;35380224.0;60.103
PC;HDD2;randread;4096;1;3;2088763392.0;34770944.0;60.072
PC;HDD2;randread;4096;1;4;2126512128.0;35399680.0;60.071
PC;HDD2;randread;4096;1;5;2126512128.0;35405824.0;60.06
PC;HDD2;randread;4096;1;6;2122317824.0;35367936.0;60.006
PC;HDD2;randread;4096;1;7;2109734912.0;35154944.0;60.012
PC;HDD2;randread;4096;1;8;2126512128.0;35388416.0;60.089
PC;HDD2;randread;4096;1;9;2126512128.0;35395584.0;60.078
PC;HDD2;randread;4096;0;10;2134900736.0;35537920.0;60.073
PC;HDD2;randread;4096;0;1;2134900736.0;35512320.0;60.117
PC;HDD2;randread;4096;0;2;2122317824.0;35348480.0;60.039
PC;HDD2;randread;4096;0;3;2130706432.0;35504128.0;60.012
PC;HDD2;randread;4096;0;4;2130706432.0;35469312.0;60.071
PC;HDD2;randread;4096;0;5;2134900736.0;35527680.0;60.09
PC;HDD2;randread;4096;0;6;2126512128.0;35414016.0;60.046
PC;HDD2;randread;4096;0;7;2130706432.0;35440640.0;60.119
PC;HDD2;randread;4096;0;8;2130706432.0;35475456.0;60.061
PC;HDD2;randread;4096;0;9;2130706432.0;35446784.0;60.11
PC;HDD2;randwrite;32;1;10;3150866022.4;46784512.0;67.346
PC;HDD2;randwrite;32;1;1;3014551142.4;44087296.0;68.375
PC;HDD2;randwrite;32;1;2;3090887475.2;51191808.0;60.377
PC;HDD2;randwrite;32;1;3;3044016128.0;44440576.0;68.496
PC;HDD2;randwrite;32;1;4;3147930009.6;50946048.0;61.806
PC;HDD2;randwrite;32;1;5;3019269734.4;44168192.0;68.357
PC;HDD2;randwrite;32;1;6;3042023833.6;50024448.0;60.828
PC;HDD2;randwrite;32;1;7;3066350796.8;50939904.0;60.194
PC;HDD2;randwrite;32;1;8;3109342412.8;46046208.0;67.524
PC;HDD2;randwrite;32;1;9;3173724979.2;47068160.0;67.427
PC;HDD2;randwrite;32;0;10;213057536.0;3535872.0;60.24
PC;HDD2;randwrite;32;0;1;213090304.0;3535872.0;60.253
PC;HDD2;randwrite;32;0;2;214269952.0;3557376.0;60.228
