Address;USB0::0x0957::0x1724::MY45003122::0::INSTR;
Model;DSO6014A;
Serial Number:;MY45003122;
Firmware Version;06.20.0000;
Start Time;2017-08-16 15:56:09.316;
Stop Time;2017-08-16 16:43:34.816;
Sample Period;0,5;
;;
Time (s);RMS(1) ();RMS(2) ()
2017-08-16 15:57:52.316;221,5;0,1734
2017-08-16 15:57:52.816;221,5;0,1732
2017-08-16 15:57:53.316;221,4;0,1736
2017-08-16 15:57:53.816;221,6;0,174
2017-08-16 15:57:54.316;221,6;0,1742
2017-08-16 15:57:54.816;221,3;0,1732
2017-08-16 15:57:55.316;221,7;0,1734
2017-08-16 15:57:55.816;221,5;0,1732
2017-08-16 15:57:56.316;221,6;0,1738
2017-08-16 15:57:56.816;221,8;0,1731
2017-08-16 15:57:57.316;221,7;0,1736
2017-08-16 15:57:57.816;221,9;0,1753
2017-08-16 15:57:58.316;221,6;0,1736
2017-08-16 15:57:58.815;221,5;0,1742
2017-08-16 15:57:59.315;221,4;0,1739
2017-08-16 15:57:59.815;221,2;0,1749
2017-08-16 15:58:00.315;221,6;0,1747
2017-08-16 15:58:00.815;221,4;0,1735
2017-08-16 15:58:01.315;221,5;0,2002
2017-08-16 15:58:01.815;221,5;0,174
2017-08-16 15:58:02.315;221,5;0,1733
2017-08-16 15:58:02.815;221,4;0,174
2017-08-16 15:58:03.315;221,4;0,1743
2017-08-16 15:58:03.815;221,3;0,1743
2017-08-16 15:58:04.316;221,5;0,1732
2017-08-16 15:58:04.816;221,5;0,1746
2017-08-16 15:58:05.316;221,2;0,173
2017-08-16 15:58:05.816;221,5;0,174
2017-08-16 15:58:06.316;221,5;0,175
2017-08-16 15:58:06.816;221,4;0,1737
2017-08-16 15:58:07.316;221,6;0,1739
2017-08-16 15:58:07.816;221,7;0,1741
2017-08-16 15:58:08.316;221,3;0,1743
2017-08-16 15:58:08.816;221,3;0,1734
2017-08-16 15:58:09.316;221,3;0,1729
2017-08-16 15:58:09.816;221,4;0,174
2017-08-16 15:58:10.316;221,5;0,1729
2017-08-16 15:58:10.816;221,5;0,1743
2017-08-16 15:58:11.316;221,7;0,1723
2017-08-16 15:58:11.816;221,7;0,1736
2017-08-16 15:58:12.316;221,5;0,1742
2017-08-16 15:58:12.816;221,5;0,1742
2017-08-16 15:58:13.316;221,6;0,1736
2017-08-16 15:58:13.816;221,5;0,1736
2017-08-16 15:58:14.316;221,6;0,1726
2017-08-16 15:58:14.816;221,4;0,1722
2017-08-16 15:58:15.316;221,4;0,1729
2017-08-16 15:58:15.816;221,5;0,175
2017-08-16 15:58:16.315;221,8;0,174
2017-08-16 15:58:16.815;221,5;0,1738
2017-08-16 15:58:17.315;221,4;0,1757
2017-08-16 15:58:17.815;221,7;0,1741
2017-08-16 15:58:18.315;221,6;0,1743
2017-08-16 15:58:18.815;221,6;0,1745
2017-08-16 15:58:19.315;221,6;0,1746
2017-08-16 15:58:19.815;221,6;0,174
2017-08-16 15:58:20.316;221,4;0,1741
2017-08-16 15:58:20.816;221,6;0,1738
2017-08-16 15:58:21.315;221,9;0,1725
2017-08-16 15:58:21.816;221,9;0,1733
2017-08-16 15:58:22.316;221,7;0,174
2017-08-16 15:58:22.816;221,8;0,1731
2017-08-16 15:58:23.316;221,7;0,1729
2017-08-16 15:58:23.816;221,7;0,1745
2017-08-16 15:58:24.316;221,7;0,1738
2017-08-16 15:58:24.816;221,9;0,175
2017-08-16 15:58:25.316;221,8;0,1729
2017-08-16 15:58:25.816;221,7;0,1751
2017-08-16 15:58:26.316;222;0,174
2017-08-16 15:58:26.816;221,9;0,1738
2017-08-16 15:58:27.316;221,8;0,1738
2017-08-16 15:58:27.816;221,6;0,1742
2017-08-16 15:58:28.316;222;0,173
2017-08-16 15:58:28.816;221,8;0,1736
2017-08-16 15:58:29.316;221,8;0,1726
2017-08-16 15:58:29.816;222;0,1791
2017-08-16 15:58:30.316;221,9;0,1731
2017-08-16 15:58:30.816;221,9;0,1743
2017-08-16 15:58:31.316;222;0,1735
2017-08-16 15:58:31.816;221,7;0,1748
2017-08-16 15:58:32.316;221,8;0,2111
2017-08-16 15:58:32.816;222;0,1747
2017-08-16 15:58:33.315;222,1;0,174
2017-08-16 15:58:33.815;222;0,173
2017-08-16 15:58:34.315;222;0,1746
2017-08-16 15:58:34.815;221,7;0,1745
2017-08-16 15:58:35.315;221,9;0,1732
2017-08-16 15:58:35.815;222,1;0,1753
2017-08-16 15:58:36.315;221,9;0,1744
2017-08-16 15:58:36.815;222;0,1697
2017-08-16 15:58:37.315;221,9;0,1743
2017-08-16 15:58:37.815;221,9;0,175
2017-08-16 15:58:38.315;222,1;0,1736
2017-08-16 15:58:38.815;221,9;0,1744
2017-08-16 15:58:39.316;222;0,1794
2017-08-16 15:58:39.816;222;0,1753
2017-08-16 15:58:40.316;221,7;0,1736
2017-08-16 15:58:40.816;221,9;0,1738
2017-08-16 15:58:41.316;221,7;0,1745
2017-08-16 15:58:41.816;222,1;0,1739
2017-08-16 15:58:42.316;222;0,1773
2017-08-16 15:58:42.816;221,7;0,1747
2017-08-16 15:58:43.316;221,9;0,1745
2017-08-16 15:58:43.816;221,4;0,1753
2017-08-16 15:58:44.316;221,8;0,2629
2017-08-16 15:58:44.816;221,8;0,2437
2017-08-16 15:58:45.316;221,8;0,2586
2017-08-16 15:58:45.816;222,2;0,2249
2017-08-16 15:58:46.316;222;0,2457
2017-08-16 15:58:46.816;221,7;0,2481
2017-08-16 15:58:47.316;221,9;0,2452
2017-08-16 15:58:47.816;221,7;0,1885
2017-08-16 15:58:48.316;221,7;0,2519
2017-08-16 15:58:48.816;221,9;0,2454
2017-08-16 15:58:49.316;222;0,2476
2017-08-16 15:58:49.816;221,8;0,2465
2017-08-16 15:58:50.316;221,8;0,2416
2017-08-16 15:58:50.816;221,7;0,2382
2017-08-16 15:58:51.315;221,9;0,1888
2017-08-16 15:58:51.815;222;0,1855
2017-08-16 15:58:52.315;221,8;0,1845
2017-08-16 15:58:52.815;221,9;0,1829
2017-08-16 15:58:53.315;222;0,2456
2017-08-16 15:58:53.815;222,1;0,2436
2017-08-16 15:58:54.315;222,1;0,2192
2017-08-16 15:58:54.815;221,7;0,1907
2017-08-16 15:58:55.315;222;0,1839
2017-08-16 15:58:55.815;222,1;0,1843
2017-08-16 15:58:56.315;222,1;0,2357
2017-08-16 15:58:56.816;222,1;0,2439
2017-08-16 15:58:57.316;221,7;0,2419
2017-08-16 15:58:57.816;222;0,1852
2017-08-16 15:58:58.316;221,9;0,2304
2017-08-16 15:58:58.816;221,9;0,1953
2017-08-16 15:58:59.316;222;0,1839
2017-08-16 15:58:59.816;222;0,1839
2017-08-16 15:59:00.316;222,1;0,1845
2017-08-16 15:59:00.816;222;0,2251
2017-08-16 15:59:01.316;222;0,2467
2017-08-16 15:59:01.816;222,2;0,2409
2017-08-16 15:59:02.316;221,7;0,2413
2017-08-16 15:59:02.816;222,1;0,2446
2017-08-16 15:59:03.316;222;0,2209
2017-08-16 15:59:03.816;221,8;0,2469
2017-08-16 15:59:04.316;221,8;0,2224
2017-08-16 15:59:04.816;222,2;0,2467
2017-08-16 15:59:05.316;221,8;0,2446
2017-08-16 15:59:05.816;221,8;0,1883
2017-08-16 15:59:06.316;222,1;0,184
2017-08-16 15:59:06.816;221,8;0,1846
2017-08-16 15:59:07.316;221,8;0,1844
2017-08-16 15:59:07.816;222,1;0,1883
2017-08-16 15:59:08.315;221,8;0,29
2017-08-16 15:59:08.815;222,3;0,2187
2017-08-16 15:59:09.315;221,9;0,2468
2017-08-16 15:59:09.815;221,9;0,2068
2017-08-16 15:59:10.315;222,1;0,2456
2017-08-16 15:59:10.815;221,9;0,2443
2017-08-16 15:59:11.315;221,7;0,2472
2017-08-16 15:59:11.815;221,9;0,2449
2017-08-16 15:59:12.315;221,9;0,1881
2017-08-16 15:59:12.815;222;0,1828
2017-08-16 15:59:13.315;222;0,187
2017-08-16 15:59:13.815;222,1;0,1846
2017-08-16 15:59:14.316;221,9;0,2391
2017-08-16 15:59:14.816;221,8;0,244
2017-08-16 15:59:15.316;222,1;0,2185
2017-08-16 15:59:15.816;222,1;0,1843
2017-08-16 15:59:16.316;221,8;0,1844
2017-08-16 15:59:16.816;221,8;0,1837
2017-08-16 15:59:17.316;222;0,2432
2017-08-16 15:59:17.816;221,9;0,2453
2017-08-16 15:59:18.316;222,3;0,2192
2017-08-16 15:59:18.816;222,2;0,1839
2017-08-16 15:59:19.316;222,1;0,246
2017-08-16 15:59:19.816;221,9;0,2526
2017-08-16 15:59:20.316;222,1;0,1824
2017-08-16 15:59:20.816;222,1;0,1839
2017-08-16 15:59:21.316;221,9;0,1841
2017-08-16 15:59:21.816;222,1;0,1839
2017-08-16 15:59:22.316;221,9;0,2433
2017-08-16 15:59:22.816;222;0,244
2017-08-16 15:59:23.316;222;0,183
2017-08-16 15:59:23.816;221,8;0,1838
2017-08-16 15:59:24.316;222,1;0,1826
2017-08-16 15:59:24.816;222,2;0,183
2017-08-16 15:59:25.316;222,2;0,1858
2017-08-16 15:59:25.816;222;0,2264
2017-08-16 15:59:26.315;219,8;0,2428
2017-08-16 15:59:26.815;221,7;0,219
2017-08-16 15:59:27.315;221,8;0,1851
2017-08-16 15:59:27.815;221,7;0,239
2017-08-16 15:59:28.315;220,4;0,2407
2017-08-16 15:59:28.815;220,2;0,1836
2017-08-16 15:59:29.315;220,5;0,2632
2017-08-16 15:59:29.815;220,3;0,2462
2017-08-16 15:59:30.315;220,3;0,194
2017-08-16 15:59:30.815;220,5;0,1845
2017-08-16 15:59:31.315;220,5;0,2482
2017-08-16 15:59:31.816;220,5;0,2379
2017-08-16 15:59:32.316;220,5;0,1904
2017-08-16 15:59:32.816;220,1;0,1817
2017-08-16 15:59:33.316;220,1;0,1917
2017-08-16 15:59:33.816;220,4;0,2458
2017-08-16 15:59:34.316;220,2;0,2497
2017-08-16 15:59:34.816;220,1;0,2314
2017-08-16 15:59:35.316;220,6;0,1905
2017-08-16 15:59:35.816;220,6;0,1853
2017-08-16 15:59:36.316;220,7;0,1899
2017-08-16 15:59:36.816;220,2;0,2527
2017-08-16 15:59:37.316;220,5;0,2443
2017-08-16 15:59:37.816;220,4;0,2463
2017-08-16 15:59:38.316;220,4;0,1843
2017-08-16 15:59:38.816;220,5;0,189
2017-08-16 15:59:39.316;220,3;0,1899
2017-08-16 15:59:39.816;220,2;0,1919
2017-08-16 15:59:40.316;220,2;0,2444
2017-08-16 15:59:40.816;220,4;0,2563
2017-08-16 15:59:41.316;220,7;0,1911
2017-08-16 15:59:41.816;220,3;0,1836
2017-08-16 15:59:42.316;220,7;0,1887
2017-08-16 15:59:42.816;220,5;0,1832
2017-08-16 15:59:43.315;220,3;0,2482
2017-08-16 15:59:43.815;220,5;0,245
2017-08-16 15:59:44.315;220,4;0,1882
2017-08-16 15:59:44.815;220,4;0,1811
2017-08-16 15:59:45.315;220,5;0,1868
2017-08-16 15:59:45.815;220,3;0,1822
2017-08-16 15:59:46.315;220,2;0,1864
2017-08-16 15:59:46.815;220,5;0,1885
2017-08-16 15:59:47.315;220,4;0,1827
2017-08-16 15:59:47.815;220,3;0,1811
2017-08-16 15:59:48.315;220,4;0,1738
2017-08-16 15:59:48.815;220,4;0,175
2017-08-16 15:59:49.316;220,3;0,1759
2017-08-16 15:59:49.816;220,5;0,1756
2017-08-16 15:59:50.316;220,2;0,1744
2017-08-16 15:59:50.816;220,5;0,1739
2017-08-16 15:59:51.316;220,3;0,1737
2017-08-16 15:59:51.816;220,1;0,1749
2017-08-16 15:59:52.316;220,2;0,1757
2017-08-16 15:59:52.816;220,1;0,1741
2017-08-16 15:59:53.316;220,5;0,1736
2017-08-16 15:59:53.816;220,3;0,1746
2017-08-16 15:59:54.316;220,4;0,1734
2017-08-16 15:59:54.816;220,2;0,1742
2017-08-16 15:59:55.316;220,4;0,1745
2017-08-16 15:59:55.816;220,1;0,1746
2017-08-16 15:59:56.316;220,6;0,174
2017-08-16 15:59:56.816;220;0,1754
2017-08-16 15:59:57.316;220,3;0,1759
2017-08-16 15:59:57.816;220,4;0,1756
2017-08-16 15:59:58.316;220,4;0,1746
2017-08-16 15:59:58.816;220,2;0,1746
2017-08-16 15:59:59.316;220,1;0,179
2017-08-16 15:59:59.816;220,1;0,1753
2017-08-16 16:00:00.316;220,2;0,1742
2017-08-16 16:00:00.816;220,2;0,1743
2017-08-16 16:00:01.315;220,2;0,1764
2017-08-16 16:00:01.815;220,3;0,1759
2017-08-16 16:00:02.315;220;0,1742
2017-08-16 16:00:02.815;220,5;0,1752
2017-08-16 16:00:03.315;220,3;0,174
2017-08-16 16:00:03.815;220,2;0,1762
2017-08-16 16:00:04.315;220,3;0,1751
2017-08-16 16:00:04.815;220,5;0,171
2017-08-16 16:00:05.315;220,2;0,274
2017-08-16 16:00:05.815;220,4;0,226
2017-08-16 16:00:06.315;220,3;0,2426
2017-08-16 16:00:06.816;220,4;0,246
2017-08-16 16:00:07.316;220,1;0,2267
2017-08-16 16:00:07.816;220,1;0,2258
2017-08-16 16:00:08.316;220,2;0,2259
2017-08-16 16:00:08.816;220,1;0,2247
2017-08-16 16:00:09.316;220,2;0,226
2017-08-16 16:00:09.816;220,4;0,2326
2017-08-16 16:00:10.316;220,1;0,227
2017-08-16 16:00:10.816;220,2;0,2258
2017-08-16 16:00:11.316;220,4;0,226
2017-08-16 16:00:11.816;220,3;0,2263
2017-08-16 16:00:12.316;220,5;0,228
2017-08-16 16:00:12.816;220,3;0,2234
2017-08-16 16:00:13.316;220,5;0,2256
2017-08-16 16:00:13.816;220,3;0,2243
2017-08-16 16:00:14.316;220,4;0,2271
2017-08-16 16:00:14.816;220,4;0,224
2017-08-16 16:00:15.316;220,5;0,2256
2017-08-16 16:00:15.816;220,5;0,2257
2017-08-16 16:00:16.316;220,2;0,225
2017-08-16 16:00:16.816;220,3;0,2271
2017-08-16 16:00:17.316;220,6;0,201
2017-08-16 16:00:17.816;220,2;0,2262
2017-08-16 16:00:18.315;220,1;0,2274
2017-08-16 16:00:18.816;220,1;0,2274
2017-08-16 16:00:19.316;220,5;0,2004
2017-08-16 16:00:19.816;220,4;0,2274
2017-08-16 16:00:20.315;220,3;0,2015
2017-08-16 16:00:20.815;220,5;0,2268
2017-08-16 16:00:21.315;220,2;0,2273
2017-08-16 16:00:21.815;220,2;0,2268
2017-08-16 16:00:22.315;220,5;0,2266
2017-08-16 16:00:22.815;220,8;0,209
2017-08-16 16:00:23.315;220,3;0,2252
2017-08-16 16:00:23.815;220;0,2222
2017-08-16 16:00:24.316;220,2;0,203
2017-08-16 16:00:24.816;220,4;0,225
2017-08-16 16:00:25.316;220,1;0,2259
2017-08-16 16:00:25.816;220,2;0,2265
2017-08-16 16:00:26.316;220,3;0,2005
2017-08-16 16:00:26.816;220,1;0,2262
2017-08-16 16:00:27.316;220;0,2269
2017-08-16 16:00:27.816;220,1;0,2259
2017-08-16 16:00:28.317;220,2;0,2265
2017-08-16 16:00:28.817;220,5;0,2251
2017-08-16 16:00:29.316;220,2;0,2011
2017-08-16 16:00:29.816;220,5;0,225
2017-08-16 16:00:30.317;220,1;0,231
2017-08-16 16:00:30.816;220,2;0,2265
2017-08-16 16:00:31.316;220,3;0,2083
2017-08-16 16:00:31.816;220,2;0,2247
2017-08-16 16:00:32.316;220;0,2264
2017-08-16 16:00:32.816;220,1;0,2268
2017-08-16 16:00:33.316;220,5;0,2256
2017-08-16 16:00:33.816;220,3;0,2245
2017-08-16 16:00:34.316;219,8;0,2265
2017-08-16 16:00:34.815;220,4;0,2263
2017-08-16 16:00:35.315;220,1;0,2097
2017-08-16 16:00:35.815;220,3;0,226
2017-08-16 16:00:36.315;220,2;0,227
2017-08-16 16:00:36.815;220,3;0,2266
2017-08-16 16:00:37.315;220,2;0,2273
2017-08-16 16:00:37.815;220,3;0,2266
2017-08-16 16:00:38.315;220;0,2257
2017-08-16 16:00:38.815;220,2;0,2278
2017-08-16 16:00:39.315;220,4;0,2205
2017-08-16 16:00:39.815;220,2;0,2259
2017-08-16 16:00:40.315;220,3;0,2248
2017-08-16 16:00:40.815;220,4;0,2695
2017-08-16 16:00:41.316;220,2;0,2386
2017-08-16 16:00:41.816;220,5;0,1745
2017-08-16 16:00:42.316;220,3;0,1747
2017-08-16 16:00:42.816;220,3;0,1744
2017-08-16 16:00:43.316;220,1;0,1738
2017-08-16 16:00:43.816;220,2;0,1744
2017-08-16 16:00:44.316;220,5;0,1796
2017-08-16 16:00:44.816;220,4;0,1744
2017-08-16 16:00:45.316;220,3;0,1741
2017-08-16 16:00:45.816;220,2;0,1743
2017-08-16 16:00:46.316;220;0,1739
2017-08-16 16:00:46.816;220,3;0,1746
2017-08-16 16:00:47.316;220,3;0,1746
2017-08-16 16:00:47.816;220,2;0,1745
2017-08-16 16:00:48.316;220,4;0,1749
2017-08-16 16:00:48.816;220,3;0,173
2017-08-16 16:00:49.316;220,3;0,1762
2017-08-16 16:00:49.816;220,2;0,1746
2017-08-16 16:00:50.316;220,4;0,1752
2017-08-16 16:00:50.816;220,2;0,1782
2017-08-16 16:00:51.316;220,2;0,174
2017-08-16 16:00:51.816;220,5;0,1743
2017-08-16 16:00:52.316;220,2;0,174
2017-08-16 16:00:52.816;220,6;0,1742
2017-08-16 16:00:53.315;220,4;0,184
2017-08-16 16:00:53.815;220,3;0,1754
2017-08-16 16:00:54.315;220,2;0,1744
2017-08-16 16:00:54.815;220,4;0,1757
2017-08-16 16:00:55.315;220,3;0,1751
2017-08-16 16:00:55.815;220;0,1758
2017-08-16 16:00:56.315;220,2;0,1745
2017-08-16 16:00:56.815;220,3;0,1752
2017-08-16 16:00:57.315;220,2;0,1744
2017-08-16 16:00:57.815;220;0,1732
