Timestamp,draco4 last week   
1969-12-31T21:00:00-03:00,98.482222222
1969-12-31T21:00:00-03:00,100.77666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,99.407777778
1969-12-31T21:00:00-03:00,100.46555556
1969-12-31T21:00:00-03:00,99.804444444
1969-12-31T21:00:00-03:00,102.16111111
1969-12-31T21:00:00-03:00,101.26666667
1969-12-31T21:00:00-03:00,139.49444444
1969-12-31T21:00:00-03:00,176.91333333
1969-12-31T21:00:00-03:00,117.27333333
1969-12-31T21:00:00-03:00,103.14888889
1969-12-31T21:00:00-03:00,98.451111111
1969-12-31T21:00:00-03:00,98.35
1969-12-31T21:00:00-03:00,100.32555556
1969-12-31T21:00:00-03:00,98.91
1969-12-31T21:00:00-03:00,98.474444444
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.451111111
1969-12-31T21:00:00-03:00,98.474444444
1969-12-31T21:00:00-03:00,98.474444444
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.941111111
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,100.83111111
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,99.034444444
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.941111111
1969-12-31T21:00:00-03:00,98.917777778
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,99.392222222
1969-12-31T21:00:00-03:00,98.941111111
1969-12-31T21:00:00-03:00,98.832222222
1969-12-31T21:00:00-03:00,108.67888889
1969-12-31T21:00:00-03:00,113.39222222
1969-12-31T21:00:00-03:00,112
1969-12-31T21:00:00-03:00,112
1969-12-31T21:00:00-03:00,99.003333333
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,99.75
1969-12-31T21:00:00-03:00,98
1969-12-31T21:00:00-03:00,98.925555556
1969-12-31T21:00:00-03:00,98.458888889
