timestamp;power
2017-08-29 10:37:21;98.0
2017-08-29 10:37:23;98.0
2017-08-29 10:37:25;98.0
2017-08-29 10:37:26;98.0
2017-08-29 10:37:28;98.0
2017-08-29 10:37:30;98.0
2017-08-29 10:37:32;98.0
2017-08-29 10:37:33;98.0
2017-08-29 10:37:35;98.0
2017-08-29 10:37:36;98.0
2017-08-29 10:37:38;98.0
2017-08-29 10:37:40;98.0
2017-08-29 10:37:41;98.0
2017-08-29 10:37:43;98.0
2017-08-29 10:37:44;98.0
2017-08-29 10:37:46;98.0
2017-08-29 10:37:47;112.0
2017-08-29 10:37:49;112.0
2017-08-29 10:37:51;112.0
2017-08-29 10:37:52;112.0
2017-08-29 10:37:54;112.0
2017-08-29 10:37:55;112.0
2017-08-29 10:37:57;112.0
2017-08-29 10:37:58;112.0
2017-08-29 10:38:00;112.0
2017-08-29 10:38:04;112.0
2017-08-29 10:38:06;112.0
2017-08-29 10:38:07;112.0
2017-08-29 10:38:09;112.0
2017-08-29 10:38:11;112.0
2017-08-29 10:38:13;112.0
2017-08-29 10:38:14;112.0
2017-08-29 10:38:16;112.0
2017-08-29 10:38:17;112.0
2017-08-29 10:38:19;112.0
2017-08-29 10:38:21;112.0
2017-08-29 10:38:22;112.0
2017-08-29 10:38:24;112.0
2017-08-29 10:38:26;112.0
2017-08-29 10:38:27;112.0
2017-08-29 10:38:29;112.0
2017-08-29 10:38:31;112.0
2017-08-29 10:38:33;112.0
2017-08-29 10:38:34;112.0
2017-08-29 10:38:36;112.0
2017-08-29 10:38:37;126.0
2017-08-29 10:38:39;126.0
2017-08-29 10:38:41;126.0
2017-08-29 10:38:42;126.0
2017-08-29 10:38:44;126.0
2017-08-29 10:38:46;126.0
2017-08-29 10:38:47;126.0
2017-08-29 10:38:49;126.0
2017-08-29 10:38:51;126.0
2017-08-29 10:38:52;126.0
2017-08-29 10:38:54;126.0
2017-08-29 10:38:55;126.0
2017-08-29 10:38:57;126.0
2017-08-29 10:38:58;126.0
2017-08-29 10:39:00;126.0
2017-08-29 10:39:04;126.0
2017-08-29 10:39:05;126.0
2017-08-29 10:39:07;126.0
2017-08-29 10:39:09;126.0
2017-08-29 10:39:10;126.0
2017-08-29 10:39:12;126.0
2017-08-29 10:39:13;126.0
2017-08-29 10:39:15;126.0
2017-08-29 10:39:17;126.0
2017-08-29 10:39:18;126.0
2017-08-29 10:39:20;126.0
2017-08-29 10:39:21;126.0
2017-08-29 10:39:23;126.0
2017-08-29 10:39:25;126.0
2017-08-29 10:39:27;126.0
2017-08-29 10:39:28;126.0
2017-08-29 10:39:30;126.0
2017-08-29 10:39:32;126.0
2017-08-29 10:39:34;126.0
2017-08-29 10:39:35;126.0
2017-08-29 10:39:37;126.0
2017-08-29 10:39:39;126.0
2017-08-29 10:39:40;126.0
2017-08-29 10:39:42;126.0
2017-08-29 10:39:43;126.0
2017-08-29 10:39:45;126.0
2017-08-29 10:39:47;126.0
2017-08-29 10:39:48;126.0
2017-08-29 10:39:50;126.0
2017-08-29 10:39:51;126.0
2017-08-29 10:39:53;126.0
2017-08-29 10:39:54;126.0
2017-08-29 10:39:56;126.0
2017-08-29 10:39:58;126.0
2017-08-29 10:39:59;126.0
2017-08-29 10:40:01;126.0
2017-08-29 10:40:05;126.0
2017-08-29 10:40:07;126.0
2017-08-29 10:40:08;126.0
2017-08-29 10:40:09;126.0
2017-08-29 10:40:11;126.0
2017-08-29 10:40:13;126.0
2017-08-29 10:40:14;126.0
2017-08-29 10:40:16;126.0
2017-08-29 10:40:18;126.0
2017-08-29 10:40:19;126.0
2017-08-29 10:40:21;126.0
