Address;USB0::0x0957::0x1724::MY45003122::0::INSTR;
Model;DSO6014A;
Serial Number:;MY45003122;
Firmware Version;06.20.0000;
Start Time;2017-08-17 21:39:37.876;
Stop Time;2017-08-17 22:32:24.377;
Sample Period;0,5;
;;
Time (s);RMS(1) ();RMS(2) ()
2017-08-17 21:51:24.877;221,7;0,1885
2017-08-17 21:51:25.376;221,8;0,1899
2017-08-17 21:51:25.876;222,1;0,1869
2017-08-17 21:51:26.376;222;0,1872
2017-08-17 21:51:26.876;221,8;0,1883
2017-08-17 21:51:27.376;221,7;0,1883
2017-08-17 21:51:27.876;221,9;0,1884
2017-08-17 21:51:28.376;222;0,1871
2017-08-17 21:51:28.877;222,1;0,1876
2017-08-17 21:51:29.376;222,1;0,1883
2017-08-17 21:51:29.876;221,9;0,1877
2017-08-17 21:51:30.376;221,8;0,1897
2017-08-17 21:51:30.876;221,9;0,188
2017-08-17 21:51:31.376;221,9;0,188
2017-08-17 21:51:31.876;222;0,1888
2017-08-17 21:51:32.377;221,9;0,1879
2017-08-17 21:51:32.877;222,2;0,1869
2017-08-17 21:51:33.376;222,1;0,1885
2017-08-17 21:51:33.876;222,1;0,1896
2017-08-17 21:51:34.376;222;0,1909
2017-08-17 21:51:34.876;222,3;0,1876
2017-08-17 21:51:35.377;222,5;0,1881
2017-08-17 21:51:35.878;221,8;0,2591
2017-08-17 21:51:36.377;221,6;0,1872
2017-08-17 21:51:36.877;221,8;0,1891
2017-08-17 21:51:37.376;222;0,1895
2017-08-17 21:51:37.876;222,2;0,1879
2017-08-17 21:51:38.376;221,9;0,1882
2017-08-17 21:51:38.876;221,8;0,1891
2017-08-17 21:51:39.376;221,9;0,1889
2017-08-17 21:51:39.876;221,9;0,1887
2017-08-17 21:51:40.376;221,7;0,1889
2017-08-17 21:51:40.877;221,9;0,1876
2017-08-17 21:51:41.377;222;0,1872
2017-08-17 21:51:41.878;221,8;0,1872
2017-08-17 21:51:42.376;221,6;0,1873
2017-08-17 21:51:42.876;221,9;0,1873
2017-08-17 21:51:43.376;222,3;0,1902
2017-08-17 21:51:43.876;222;0,1886
2017-08-17 21:51:44.376;221,9;0,1887
2017-08-17 21:51:44.876;221,8;0,189
2017-08-17 21:51:45.376;222,3;0,1871
2017-08-17 21:51:45.876;221,9;0,1893
2017-08-17 21:51:46.376;221,7;0,1874
2017-08-17 21:51:46.876;221,8;0,1877
2017-08-17 21:51:47.376;222;0,1881
2017-08-17 21:51:47.877;221,9;0,1889
2017-08-17 21:51:48.377;222,1;0,1881
2017-08-17 21:51:48.877;222,1;0,1875
2017-08-17 21:51:49.376;222,1;0,1891
2017-08-17 21:51:49.876;221,8;0,1844
2017-08-17 21:51:50.376;222,1;0,1871
2017-08-17 21:51:50.876;222;0,1891
2017-08-17 21:51:51.376;221,8;0,1879
2017-08-17 21:51:51.876;222;0,1871
2017-08-17 21:51:52.376;222;0,1883
2017-08-17 21:51:52.877;222;0,187
2017-08-17 21:51:53.377;221,8;0,188
2017-08-17 21:51:53.877;221,8;0,1869
2017-08-17 21:51:54.377;221,9;0,1886
2017-08-17 21:51:54.877;221,4;0,185
2017-08-17 21:51:55.376;222;0,1873
2017-08-17 21:51:55.876;222,1;0,1875
2017-08-17 21:51:56.376;222,2;0,1876
2017-08-17 21:51:56.876;221,8;0,1893
2017-08-17 21:51:57.376;222,1;0,1882
2017-08-17 21:51:57.877;221,8;0,1868
2017-08-17 21:51:58.377;222;0,188
2017-08-17 21:51:58.877;222;0,1882
2017-08-17 21:51:59.377;221,9;0,1895
2017-08-17 21:51:59.876;221,7;0,1873
2017-08-17 21:52:00.376;221,7;0,1884
2017-08-17 21:52:00.876;221,9;0,1874
2017-08-17 21:52:01.376;222;0,1894
2017-08-17 21:52:01.876;222,1;0,1896
2017-08-17 21:52:02.376;222,1;0,1879
2017-08-17 21:52:02.876;221,8;0,1873
2017-08-17 21:52:03.376;221,9;0,1882
2017-08-17 21:52:03.876;222,1;0,188
2017-08-17 21:52:04.376;222;0,1885
2017-08-17 21:52:04.877;222,2;0,1874
2017-08-17 21:52:05.377;221,8;0,1897
2017-08-17 21:52:05.876;222,1;0,1869
2017-08-17 21:52:06.376;221,9;0,1857
2017-08-17 21:52:06.876;221,8;0,1892
2017-08-17 21:52:07.376;222,1;0,1885
2017-08-17 21:52:07.876;222,1;0,1875
2017-08-17 21:52:08.376;222;0,1868
2017-08-17 21:52:08.876;222,1;0,1898
2017-08-17 21:52:09.376;222;0,1875
2017-08-17 21:52:09.876;222,2;0,187
2017-08-17 21:52:10.377;221,8;0,1872
2017-08-17 21:52:10.877;222;0,1885
2017-08-17 21:52:11.377;222,2;0,1868
2017-08-17 21:52:11.879;221,9;0,1895
2017-08-17 21:52:12.376;221,7;0,1864
2017-08-17 21:52:12.876;222,2;0,1879
2017-08-17 21:52:13.376;221,9;0,1875
2017-08-17 21:52:13.876;222,1;0,2
2017-08-17 21:52:14.376;222,3;0,181
2017-08-17 21:52:14.876;221,9;0,1801
2017-08-17 21:52:15.376;221,9;0,1805
2017-08-17 21:52:15.876;222,1;0,1813
2017-08-17 21:52:16.376;222,1;0,1813
2017-08-17 21:52:16.876;221,8;0,1803
2017-08-17 21:52:17.376;221,7;0,1805
2017-08-17 21:52:17.876;221,9;0,1801
2017-08-17 21:52:18.376;221,8;0,1811
2017-08-17 21:52:18.876;221,7;0,1811
2017-08-17 21:52:19.376;222,2;0,1812
2017-08-17 21:52:19.876;221,8;0,1807
2017-08-17 21:52:20.376;221,5;0,1822
2017-08-17 21:52:20.876;221,9;0,1809
2017-08-17 21:52:21.376;221,7;0,1822
2017-08-17 21:52:21.876;222;0,1817
2017-08-17 21:52:22.376;222;0,1845
2017-08-17 21:52:22.877;221,9;0,185
2017-08-17 21:52:23.378;222;0,1843
2017-08-17 21:52:23.876;221,8;0,1851
2017-08-17 21:52:24.376;221,7;0,1813
2017-08-17 21:52:24.876;221,5;0,1811
2017-08-17 21:52:25.376;221,9;0,1813
2017-08-17 21:52:25.876;221,5;0,1798
2017-08-17 21:52:26.376;221,5;0,1795
2017-08-17 21:52:26.876;221,7;0,1814
2017-08-17 21:52:27.377;221,6;0,1815
2017-08-17 21:52:27.877;221,7;0,1812
2017-08-17 21:52:28.377;221,7;0,1813
2017-08-17 21:52:28.877;221,9;0,1812
2017-08-17 21:52:29.377;221,7;0,1811
2017-08-17 21:52:29.877;221,9;0,1813
2017-08-17 21:52:30.376;221,6;0,1812
2017-08-17 21:52:30.876;221,5;0,1803
2017-08-17 21:52:31.376;221,8;0,1803
2017-08-17 21:52:31.876;222;0,1808
2017-08-17 21:52:32.376;221,9;0,1812
2017-08-17 21:52:32.876;222,2;0,1804
2017-08-17 21:52:33.376;222,1;0,1806
2017-08-17 21:52:33.876;221,8;0,1802
2017-08-17 21:52:34.376;221,8;0,1885
2017-08-17 21:52:34.876;221,8;0,1885
2017-08-17 21:52:35.376;221,9;0,1908
2017-08-17 21:52:35.876;222;0,1886
2017-08-17 21:52:36.376;222,2;0,1882
2017-08-17 21:52:36.876;222;0,1868
2017-08-17 21:52:37.376;222;0,189
2017-08-17 21:52:37.876;222,1;0,1874
2017-08-17 21:52:38.376;221,9;0,187
2017-08-17 21:52:38.876;221,9;0,1876
2017-08-17 21:52:39.376;221,8;0,1903
2017-08-17 21:52:39.876;222;0,1872
2017-08-17 21:52:40.376;222,1;0,1915
2017-08-17 21:52:40.876;222,2;0,1875
2017-08-17 21:52:41.376;222;0,1906
2017-08-17 21:52:41.876;222,2;0,1877
2017-08-17 21:52:42.376;222;0,1934
2017-08-17 21:52:42.876;222,1;0,1881
2017-08-17 21:52:43.376;222;0,1929
2017-08-17 21:52:43.876;222;0,1874
2017-08-17 21:52:44.376;222,1;0,1929
2017-08-17 21:52:44.876;222,1;0,188
2017-08-17 21:52:45.377;222,1;0,1914
2017-08-17 21:52:45.877;222;0,1875
2017-08-17 21:52:46.377;222,2;0,1916
2017-08-17 21:52:46.877;221,9;0,1875
2017-08-17 21:52:47.381;221,9;0,1906
2017-08-17 21:52:47.877;221,8;0,1888
2017-08-17 21:52:48.377;221,8;0,1886
2017-08-17 21:52:48.876;222;0,1878
2017-08-17 21:52:49.376;221,8;0,1882
2017-08-17 21:52:49.876;221,8;0,1869
2017-08-17 21:52:50.376;221,8;0,1873
2017-08-17 21:52:50.876;222,1;0,1893
2017-08-17 21:52:51.377;221,8;0,1842
2017-08-17 21:52:51.877;222,1;0,1872
2017-08-17 21:52:52.377;221,8;0,1879
2017-08-17 21:52:52.876;221,9;0,1887
2017-08-17 21:52:53.376;221,8;0,1876
2017-08-17 21:52:53.876;222;0,1884
2017-08-17 21:52:54.376;221,7;0,1872
2017-08-17 21:52:54.876;221,8;0,1877
2017-08-17 21:52:55.376;222,1;0,1869
2017-08-17 21:52:55.876;221,8;0,1879
2017-08-17 21:52:56.376;222;0,1883
2017-08-17 21:52:56.876;221,7;0,1866
2017-08-17 21:52:57.376;221,9;0,1869
2017-08-17 21:52:57.877;221,9;0,1869
2017-08-17 21:52:58.378;221,9;0,188
2017-08-17 21:52:58.877;222;0,1881
2017-08-17 21:52:59.376;222,1;0,1876
2017-08-17 21:52:59.876;221,8;0,187
2017-08-17 21:53:00.376;222;0,1872
2017-08-17 21:53:00.876;222,1;0,1884
2017-08-17 21:53:01.376;221,6;0,1888
2017-08-17 21:53:01.876;221,7;0,1887
2017-08-17 21:53:02.376;221,9;0,1894
2017-08-17 21:53:02.877;221,9;0,1877
2017-08-17 21:53:03.377;222;0,187
2017-08-17 21:53:03.877;222;0,1875
2017-08-17 21:53:04.380;221,7;0,1883
2017-08-17 21:53:04.877;221,9;0,1879
2017-08-17 21:53:05.376;221,9;0,1871
2017-08-17 21:53:05.876;222;0,188
2017-08-17 21:53:06.376;222;0,1878
2017-08-17 21:53:06.876;222;0,1881
2017-08-17 21:53:07.376;222,2;0,1866
2017-08-17 21:53:07.876;222,1;0,1876
2017-08-17 21:53:08.376;222;0,1887
2017-08-17 21:53:08.876;222;0,1878
2017-08-17 21:53:09.376;221,8;0,1887
2017-08-17 21:53:09.876;221,8;0,1878
2017-08-17 21:53:10.376;221,9;0,1877
2017-08-17 21:53:10.877;221,8;0,1878
2017-08-17 21:53:11.377;222;0,1833
2017-08-17 21:53:11.876;221,9;0,1881
2017-08-17 21:53:12.376;221,8;0,1875
2017-08-17 21:53:12.876;221,6;0,1876
2017-08-17 21:53:13.376;221,6;0,1883
2017-08-17 21:53:13.876;221,9;0,1873
2017-08-17 21:53:14.376;221,7;0,1883
2017-08-17 21:53:14.876;222,1;0,1881
2017-08-17 21:53:15.376;221,8;0,1877
2017-08-17 21:53:15.876;221,7;0,1874
2017-08-17 21:53:16.376;221,8;0,1872
2017-08-17 21:53:16.876;221,9;0,1873
2017-08-17 21:53:17.376;221,9;0,1873
2017-08-17 21:53:17.876;221,8;0,1877
2017-08-17 21:53:18.376;221,5;0,1871
2017-08-17 21:53:18.876;222;0,1868
2017-08-17 21:53:19.376;222;0,1871
2017-08-17 21:53:19.876;221,8;0,1875
2017-08-17 21:53:20.377;221,8;0,188
2017-08-17 21:53:20.877;221,8;0,1873
2017-08-17 21:53:21.377;221,9;0,1876
2017-08-17 21:53:21.877;221,8;0,1884
2017-08-17 21:53:22.377;221,6;0,1879
2017-08-17 21:53:22.877;221,7;0,1881
2017-08-17 21:53:23.377;221,5;0,1877
2017-08-17 21:53:23.876;221,6;0,1888
2017-08-17 21:53:24.376;221,7;0,1871
2017-08-17 21:53:24.876;221,8;0,1875
2017-08-17 21:53:25.376;221,7;0,1876
2017-08-17 21:53:25.876;221,8;0,1877
2017-08-17 21:53:26.376;221,4;0,1884
2017-08-17 21:53:26.876;221,8;0,1877
2017-08-17 21:53:27.376;221,8;0,1878
2017-08-17 21:53:27.877;221,5;0,1865
2017-08-17 21:53:28.377;221,6;0,1879
2017-08-17 21:53:28.876;221,8;0,1878
2017-08-17 21:53:29.376;221,7;0,1868
2017-08-17 21:53:29.876;221,8;0,1868
2017-08-17 21:53:30.376;221,7;0,1903
2017-08-17 21:53:30.876;221,8;0,1868
2017-08-17 21:53:31.376;221,8;0,1869
2017-08-17 21:53:31.876;221,8;0,1884
2017-08-17 21:53:32.376;221,7;0,188
2017-08-17 21:53:32.876;221,8;0,1882
2017-08-17 21:53:33.376;222,2;0,1869
2017-08-17 21:53:33.876;221,7;0,2702
2017-08-17 21:53:34.376;221,8;0,1741
2017-08-17 21:53:34.877;221,7;0,1819
2017-08-17 21:53:35.377;221,9;0,1828
2017-08-17 21:53:35.876;222;0,1812
2017-08-17 21:53:36.376;221,9;0,1811
2017-08-17 21:53:36.876;222,1;0,183
2017-08-17 21:53:37.376;221,9;0,1804
2017-08-17 21:53:37.877;222,1;0,1809
2017-08-17 21:53:38.377;221,8;0,1803
2017-08-17 21:53:38.877;221,9;0,1811
2017-08-17 21:53:39.377;222;0,1817
2017-08-17 21:53:39.877;221,9;0,182
2017-08-17 21:53:40.377;221,9;0,1803
2017-08-17 21:53:40.877;222,2;0,1806
2017-08-17 21:53:41.377;222,1;0,1817
2017-08-17 21:53:41.877;221,8;0,1807
2017-08-17 21:53:42.376;221,9;0,1812
2017-08-17 21:53:42.876;222;0,1815
2017-08-17 21:53:43.376;222,1;0,1804
2017-08-17 21:53:43.876;221,8;0,1819
2017-08-17 21:53:44.376;221,7;0,1814
2017-08-17 21:53:44.876;221,9;0,1809
2017-08-17 21:53:45.376;221,7;0,18
2017-08-17 21:53:45.876;221,9;0,1816
2017-08-17 21:53:46.377;222,1;0,1804
2017-08-17 21:53:46.878;222;0,1808
2017-08-17 21:53:47.376;221,7;0,1821
2017-08-17 21:53:47.876;221,9;0,1804
2017-08-17 21:53:48.376;221,8;0,1809
2017-08-17 21:53:48.876;221,9;0,181
2017-08-17 21:53:49.376;221,8;0,1816
2017-08-17 21:53:49.876;221,7;0,1826
2017-08-17 21:53:50.376;222;0,1813
2017-08-17 21:53:50.876;221,8;0,1813
2017-08-17 21:53:51.376;221,9;0,1798
2017-08-17 21:53:51.876;221,9;0,1816
2017-08-17 21:53:52.376;221,7;0,1818
2017-08-17 21:53:52.876;221,8;0,1812
2017-08-17 21:53:53.376;221,8;0,1811
2017-08-17 21:53:53.876;221,9;0,1806
2017-08-17 21:53:54.376;221,7;0,2408
2017-08-17 21:53:54.876;222;0,1925
2017-08-17 21:53:55.377;221,8;0,1946
2017-08-17 21:53:55.877;221,9;0,193
2017-08-17 21:53:56.377;221,9;0,1929
2017-08-17 21:53:56.877;221,8;0,1929
2017-08-17 21:53:57.377;221,8;0,1927
2017-08-17 21:53:57.877;221,6;0,194
2017-08-17 21:53:58.376;221,9;0,1938
2017-08-17 21:53:58.876;221,8;0,1929
2017-08-17 21:53:59.376;221,8;0,1939
2017-08-17 21:53:59.876;221,9;0,1944
2017-08-17 21:54:00.376;221,6;0,1931
2017-08-17 21:54:00.876;221,8;0,1943
2017-08-17 21:54:01.376;221,8;0,1927
2017-08-17 21:54:01.876;221,5;0,194
2017-08-17 21:54:02.376;221,6;0,194
2017-08-17 21:54:02.876;221,4;0,1934
2017-08-17 21:54:03.376;221,7;0,194
2017-08-17 21:54:03.876;221,6;0,1943
2017-08-17 21:54:04.377;221,6;0,1938
2017-08-17 21:54:04.878;221,7;0,1943
2017-08-17 21:54:05.376;221,7;0,1927
2017-08-17 21:54:05.876;221,6;0,1953
2017-08-17 21:54:06.376;221,6;0,1937
2017-08-17 21:54:06.876;221,5;0,1934
2017-08-17 21:54:07.376;221,9;0,1934
2017-08-17 21:54:07.876;221,4;0,1932
2017-08-17 21:54:08.376;221,4;0,1938
2017-08-17 21:54:08.877;221,6;0,1928
2017-08-17 21:54:09.377;221,6;0,1941
2017-08-17 21:54:09.876;221,3;0,1936
2017-08-17 21:54:10.376;221,4;0,1938
2017-08-17 21:54:10.876;221,6;0,1941
2017-08-17 21:54:11.376;221,5;0,1927
2017-08-17 21:54:11.876;221,6;0,194
2017-08-17 21:54:12.377;221,6;0,1932
2017-08-17 21:54:12.877;221,9;0,1949
2017-08-17 21:54:13.377;221,7;0,1932
2017-08-17 21:54:13.877;221,8;0,1931
2017-08-17 21:54:14.376;222,1;0,1939
2017-08-17 21:54:14.876;222;0,1936
2017-08-17 21:54:15.376;221,8;0,1936
2017-08-17 21:54:15.878;221,7;0,1952
2017-08-17 21:54:16.377;221,8;0,1934
2017-08-17 21:54:16.877;221,8;0,1942
2017-08-17 21:54:17.377;221,9;0,1925
2017-08-17 21:54:17.876;221,7;0,1948
2017-08-17 21:54:18.376;221,6;0,1946
2017-08-17 21:54:18.876;221,8;0,1938
2017-08-17 21:54:19.376;221,7;0,1948
2017-08-17 21:54:19.876;221,6;0,1941
2017-08-17 21:54:20.376;221,8;0,1948
2017-08-17 21:54:20.876;221,5;0,1945
2017-08-17 21:54:21.376;221,5;0,1933
2017-08-17 21:54:21.876;221,7;0,1945
2017-08-17 21:54:22.376;221,6;0,1942
2017-08-17 21:54:22.876;221,3;0,1946
2017-08-17 21:54:23.376;221,6;0,1943
2017-08-17 21:54:23.876;221,7;0,1936
2017-08-17 21:54:24.376;221,8;0,1944
2017-08-17 21:54:24.876;221,8;0,1929
2017-08-17 21:54:25.376;221,5;0,1922
2017-08-17 21:54:25.876;221,5;0,1942
2017-08-17 21:54:26.376;221,5;0,1941
2017-08-17 21:54:26.876;221,6;0,1939
2017-08-17 21:54:27.377;221,4;0,1935
2017-08-17 21:54:27.878;221,5;0,1938
2017-08-17 21:54:28.377;221,5;0,1953
2017-08-17 21:54:28.876;221,7;0,1939
2017-08-17 21:54:29.376;221,7;0,1954
2017-08-17 21:54:29.877;221,8;0,1943
2017-08-17 21:54:30.377;221,6;0,1939
2017-08-17 21:54:30.877;221,9;0,1943
2017-08-17 21:54:31.377;221,8;0,1936
2017-08-17 21:54:31.876;221,6;0,1935
2017-08-17 21:54:32.376;221,9;0,1955
2017-08-17 21:54:32.877;221,8;0,1942
2017-08-17 21:54:33.377;221,7;0,1946
2017-08-17 21:54:33.877;221,4;0,1951
2017-08-17 21:54:34.377;221,7;0,1945
2017-08-17 21:54:34.876;221,7;0,1941
2017-08-17 21:54:35.376;221,6;0,1939
2017-08-17 21:54:35.876;221,6;0,1941
2017-08-17 21:54:36.376;221,7;0,1937
2017-08-17 21:54:36.876;221,8;0,1926
2017-08-17 21:54:37.376;221,6;0,1927
2017-08-17 21:54:37.876;221,6;0,1943
2017-08-17 21:54:38.376;222;0,1943
2017-08-17 21:54:38.876;221,4;0,1929
2017-08-17 21:54:39.377;221,7;0,1935
2017-08-17 21:54:39.879;221,8;0,193
2017-08-17 21:54:40.377;221,6;0,1941
2017-08-17 21:54:40.877;221,5;0,1934
2017-08-17 21:54:41.376;221,9;0,1927
2017-08-17 21:54:41.876;221,4;0,1922
2017-08-17 21:54:42.376;221,8;0,1937
2017-08-17 21:54:42.876;221,4;0,1935
2017-08-17 21:54:43.376;221,6;0,1926
2017-08-17 21:54:43.876;221,5;0,193
2017-08-17 21:54:44.376;221,7;0,1935
2017-08-17 21:54:44.876;221,8;0,1923
2017-08-17 21:54:45.377;221,7;0,1956
2017-08-17 21:54:45.876;221,8;0,194
2017-08-17 21:54:46.376;221,5;0,1928
2017-08-17 21:54:46.876;221,6;0,1923
2017-08-17 21:54:47.377;221,8;0,193
2017-08-17 21:54:47.877;221,8;0,193
2017-08-17 21:54:48.377;221,6;0,1962
2017-08-17 21:54:48.877;221,7;0,1941
2017-08-17 21:54:49.377;221,4;0,1952
2017-08-17 21:54:49.877;221,7;0,1928
2017-08-17 21:54:50.377;221,9;0,194
2017-08-17 21:54:50.877;221,8;0,1934
2017-08-17 21:54:51.377;221,7;0,1938
2017-08-17 21:54:51.878;221,5;0,1932
2017-08-17 21:54:52.378;221,5;0,1927
2017-08-17 21:54:52.876;221,7;0,1927
2017-08-17 21:54:53.376;221,8;0,1939
2017-08-17 21:54:53.876;221,4;0,1921
2017-08-17 21:54:54.376;221,3;0,193
2017-08-17 21:54:54.876;221,5;0,1818
2017-08-17 21:54:55.376;221,7;0,181
2017-08-17 21:54:55.876;221,8;0,181
2017-08-17 21:54:56.377;221,8;0,1806
2017-08-17 21:54:56.877;221,3;0,1803
2017-08-17 21:54:57.376;221,5;0,1804
2017-08-17 21:54:57.876;221,6;0,1806
2017-08-17 21:54:58.376;221,5;0,1815
2017-08-17 21:54:58.876;221,7;0,1816
2017-08-17 21:54:59.376;221,7;0,1811
2017-08-17 21:54:59.876;221,8;0,1809
2017-08-17 21:55:00.376;221,8;0,1806
2017-08-17 21:55:00.876;221,8;0,1812
2017-08-17 21:55:01.376;221,7;0,1807
2017-08-17 21:55:01.876;221,6;0,1837
2017-08-17 21:55:02.376;221,4;0,1813
2017-08-17 21:55:02.877;221,6;0,1814
2017-08-17 21:55:03.376;222;0,1839
2017-08-17 21:55:03.876;221,6;0,1801
2017-08-17 21:55:04.376;221,7;0,1801
2017-08-17 21:55:04.877;221,5;0,181
2017-08-17 21:55:05.377;221,5;0,1804
2017-08-17 21:55:05.877;221,4;0,1823
2017-08-17 21:55:06.377;221,4;0,1818
2017-08-17 21:55:06.877;221,7;0,1825
2017-08-17 21:55:07.377;221,9;0,1806
2017-08-17 21:55:07.877;221,7;0,1812
2017-08-17 21:55:08.377;221,2;0,1809
2017-08-17 21:55:08.876;221,8;0,1806
2017-08-17 21:55:09.376;221,5;0,1815
2017-08-17 21:55:09.876;221,3;0,1816
2017-08-17 21:55:10.376;221,7;0,181
2017-08-17 21:55:10.876;221,4;0,1808
2017-08-17 21:55:11.376;221,8;0,1804
2017-08-17 21:55:11.876;221,9;0,182
2017-08-17 21:55:12.376;221,4;0,1804
2017-08-17 21:55:12.876;221,8;0,1849
2017-08-17 21:55:13.376;221,6;0,1801
2017-08-17 21:55:13.876;221,4;0,182
2017-08-17 21:55:14.376;221,4;0,1796
2017-08-17 21:55:14.877;221,5;0,2698
2017-08-17 21:55:15.378;221,6;0,193
2017-08-17 21:55:15.876;221,4;0,194
2017-08-17 21:55:16.376;221,7;0,1951
2017-08-17 21:55:16.876;221,4;0,1939
2017-08-17 21:55:17.376;221,5;0,1939
2017-08-17 21:55:17.876;221,5;0,193
2017-08-17 21:55:18.376;221,6;0,1939
2017-08-17 21:55:18.876;221,6;0,1951
2017-08-17 21:55:19.376;221,8;0,1932
2017-08-17 21:55:19.876;221,6;0,1945
2017-08-17 21:55:20.376;221,4;0,1926
2017-08-17 21:55:20.876;221,7;0,1944
2017-08-17 21:55:21.378;221,7;0,1943
2017-08-17 21:55:21.877;221,4;0,1938
2017-08-17 21:55:22.377;221,7;0,1939
2017-08-17 21:55:22.877;221,7;0,1939
2017-08-17 21:55:23.377;221,7;0,1943
2017-08-17 21:55:23.877;222;0,1947
2017-08-17 21:55:24.377;221,5;0,1942
2017-08-17 21:55:24.877;221,8;0,1946
2017-08-17 21:55:25.377;221,8;0,1936
2017-08-17 21:55:25.876;221,9;0,1958
2017-08-17 21:55:26.376;221,7;0,1933
2017-08-17 21:55:26.876;221,6;0,1954
2017-08-17 21:55:27.376;221,6;0,1943
2017-08-17 21:55:27.876;221,7;0,195
2017-08-17 21:55:28.376;221,6;0,1981
2017-08-17 21:55:28.876;221,4;0,1949
2017-08-17 21:55:29.376;221,8;0,1952
2017-08-17 21:55:29.876;221,7;0,1959
2017-08-17 21:55:30.376;221,5;0,1944
2017-08-17 21:55:30.876;221,5;0,1952
2017-08-17 21:55:31.376;221,5;0,1935
2017-08-17 21:55:31.876;221,5;0,1953
2017-08-17 21:55:32.376;221,6;0,1949
2017-08-17 21:55:32.877;221,4;0,195
2017-08-17 21:55:33.378;221,7;0,1947
2017-08-17 21:55:33.877;221,6;0,1946
2017-08-17 21:55:34.376;221,8;0,1949
2017-08-17 21:55:34.876;221,5;0,1944
2017-08-17 21:55:35.376;221,9;0,1928
2017-08-17 21:55:35.876;221,6;0,1951
2017-08-17 21:55:36.376;221,5;0,1939
2017-08-17 21:55:36.876;221,7;0,1949
2017-08-17 21:55:37.376;221,9;0,1931
2017-08-17 21:55:37.876;221,6;0,194
2017-08-17 21:55:38.376;221,8;0,1943
2017-08-17 21:55:38.876;221,8;0,1964
2017-08-17 21:55:39.376;221,6;0,1945
2017-08-17 21:55:39.877;221,7;0,1963
2017-08-17 21:55:40.377;221,8;0,194
2017-08-17 21:55:40.877;221,9;0,1976
2017-08-17 21:55:41.377;221,8;0,1926
2017-08-17 21:55:41.877;221,7;0,1996
2017-08-17 21:55:42.377;221,6;0,1943
2017-08-17 21:55:42.877;221,8;0,1993
2017-08-17 21:55:43.377;221,8;0,1956
2017-08-17 21:55:43.877;221,5;0,2009
2017-08-17 21:55:44.376;221,7;0,1933
2017-08-17 21:55:44.876;221,5;0,2006
2017-08-17 21:55:45.376;221,6;0,1954
2017-08-17 21:55:45.876;221,8;0,1996
2017-08-17 21:55:46.376;221,6;0,1952
2017-08-17 21:55:46.876;221,7;0,2002
2017-08-17 21:55:47.376;221,8;0,1952
2017-08-17 21:55:47.876;221,9;0,1983
2017-08-17 21:55:48.376;221,9;0,1948
2017-08-17 21:55:48.876;221,7;0,2004
2017-08-17 21:55:49.376;221,7;0,1924
2017-08-17 21:55:49.876;221,4;0,1974
2017-08-17 21:55:50.377;221,6;0,1936
2017-08-17 21:55:50.878;221,7;0,1975
2017-08-17 21:55:51.377;221,5;0,1929
2017-08-17 21:55:51.876;221,7;0,1978
2017-08-17 21:55:52.376;221,9;0,1919
2017-08-17 21:55:52.876;221,8;0,1979
2017-08-17 21:55:53.376;221,6;0,1932
2017-08-17 21:55:53.876;221,9;0,1971
2017-08-17 21:55:54.376;222;0,1941
2017-08-17 21:55:54.876;221,6;0,1958
2017-08-17 21:55:55.376;221,8;0,1937
2017-08-17 21:55:55.876;221,6;0,1931
2017-08-17 21:55:56.377;222;0,193
2017-08-17 21:55:56.877;221,4;0,1931
2017-08-17 21:55:57.377;221,6;0,1921
2017-08-17 21:55:57.877;221,6;0,1926
2017-08-17 21:55:58.377;221,6;0,1925
2017-08-17 21:55:58.877;221,5;0,1927
2017-08-17 21:55:59.377;221,5;0,1925
2017-08-17 21:55:59.877;221,4;0,1934
2017-08-17 21:56:00.377;221,7;0,1937
2017-08-17 21:56:00.877;221,7;0,1927
2017-08-17 21:56:01.376;221,4;0,1922
2017-08-17 21:56:01.876;222;0,194
2017-08-17 21:56:02.376;221,6;0,1954
2017-08-17 21:56:02.876;222,1;0,1936
2017-08-17 21:56:03.376;221,7;0,1926
2017-08-17 21:56:03.876;221,9;0,1934
2017-08-17 21:56:04.376;221,8;0,1933
2017-08-17 21:56:04.876;221,8;0,1944
2017-08-17 21:56:05.376;221,5;0,1946
2017-08-17 21:56:05.876;221,6;0,1948
2017-08-17 21:56:06.376;221,7;0,1947
2017-08-17 21:56:06.876;222;0,1944
2017-08-17 21:56:07.376;221,8;0,1935
2017-08-17 21:56:07.877;221,7;0,1946
2017-08-17 21:56:08.378;221,8;0,1945
2017-08-17 21:56:08.876;221,7;0,193
2017-08-17 21:56:09.376;222;0,1921
2017-08-17 21:56:09.876;221,7;0,1949
2017-08-17 21:56:10.376;221,8;0,194
2017-08-17 21:56:10.876;221,7;0,1936
2017-08-17 21:56:11.376;221,8;0,1929
2017-08-17 21:56:11.876;221,7;0,1923
2017-08-17 21:56:12.376;221,7;0,1937
2017-08-17 21:56:12.876;221,6;0,1934
2017-08-17 21:56:13.376;221,8;0,1942
2017-08-17 21:56:13.877;221,7;0,1951
2017-08-17 21:56:14.376;221,5;0,2772
2017-08-17 21:56:14.877;221,7;0,2759
2017-08-17 21:56:15.377;221,8;0,1824
2017-08-17 21:56:15.877;221,6;0,181
2017-08-17 21:56:16.377;221,8;0,1814
