operation;reqsize;cache;repetition;measurement;power_cpu;power_ram
read;32;0;2;6;40.5;4.55
read;32;0;2;7;40.5;4.56
read;32;0;2;8;40.6;4.55
read;32;0;2;9;40.5;4.57
read;32;0;2;10;40.6;4.56
read;32;0;2;11;40.5;4.55
read;32;0;2;12;40.5;4.55
read;32;0;2;13;40.5;4.55
read;32;0;2;14;40.5;4.56
read;32;0;2;15;41.6;4.57
read;32;0;2;16;40.3;4.55
read;32;0;2;17;39.9;4.55
read;32;0;2;18;40.5;4.56
read;32;0;2;19;41.4;4.57
read;32;0;2;20;40.7;4.56
read;32;0;2;21;40.0;4.56
read;32;0;2;22;39.9;4.55
read;32;0;2;23;40.3;4.56
read;32;0;2;24;41.6;4.56
read;32;0;2;25;41.1;4.56
read;32;0;2;26;41.3;4.56
read;32;0;2;27;41.4;4.55
read;32;0;2;28;41.6;4.56
read;32;0;2;29;40.2;4.55
read;32;0;2;30;43.5;4.56
read;32;0;2;31;44.4;4.57
read;32;0;2;32;40.3;4.56
read;32;0;2;33;40.0;4.56
read;32;0;2;34;40.0;4.57
read;32;0;2;35;40.3;4.55
read;32;0;2;36;41.6;4.56
read;32;0;2;37;42.2;4.55
read;32;0;2;38;43.4;4.55
read;32;0;2;39;40.7;4.57
read;32;0;2;40;39.9;4.56
read;32;0;2;41;41.1;4.57
read;32;0;2;42;41.6;4.55
read;32;0;2;43;40.5;4.53
read;32;0;2;44;41.7;4.56
read;32;0;2;45;40.5;4.53
read;32;0;2;46;41.1;4.58
read;32;0;3;0;38.9;4.67
read;32;0;3;1;39.9;4.57
read;32;0;3;2;41.3;4.53
read;32;0;3;3;42.4;4.56
read;32;0;3;4;40.4;4.55
read;32;0;3;5;42.7;4.57
read;32;0;3;6;41.9;4.56
read;32;0;3;7;41.6;4.56
read;32;0;3;8;39.9;4.57
read;32;0;3;9;39.9;4.57
read;32;0;3;10;40.4;4.56
read;32;0;3;11;41.8;4.55
read;32;0;3;12;40.9;4.56
read;32;0;3;13;40.1;4.54
read;32;0;3;14;40.9;4.57
read;32;0;3;15;41.4;4.56
read;32;0;3;16;39.8;4.57
read;32;0;3;17;41.6;4.57
read;32;0;3;18;42.6;4.56
read;32;0;3;19;40.9;4.57
read;32;0;3;20;39.9;4.56
read;32;0;3;21;41.4;4.56
read;32;0;3;22;39.9;4.55
read;32;0;3;23;41.8;4.54
read;32;0;3;24;40.9;4.55
read;32;0;3;25;40.4;4.57
read;32;0;3;26;39.8;4.56
read;32;0;3;27;40.8;4.56
read;32;0;3;28;39.9;4.55
read;32;0;3;29;39.9;4.57
read;32;0;3;30;41.3;4.55
read;32;0;3;31;40.0;4.58
read;32;0;3;32;39.9;4.57
read;32;0;3;33;41.0;4.56
read;32;0;3;34;41.1;4.55
read;32;0;3;35;40.0;4.55
read;32;0;3;36;41.1;4.58
read;32;0;3;37;41.0;4.55
read;32;0;3;38;41.7;4.6
read;32;0;3;39;40.0;4.57
read;32;0;3;40;40.0;4.57
read;32;0;3;41;40.6;4.57
read;32;0;3;42;39.9;4.55
read;32;0;3;43;40.0;4.57
read;32;0;3;44;41.5;4.55
read;32;0;3;45;40.0;4.56
read;32;0;3;46;41.0;4.56
read;32;0;4;0;38.2;4.63
read;32;0;4;1;39.8;4.48
read;32;0;4;2;40.9;4.54
read;32;0;4;3;39.9;4.56
read;32;0;4;4;39.9;4.56
read;32;0;4;5;40.8;4.52
read;32;0;4;6;41.1;4.56
read;32;0;4;7;41.2;4.54
read;32;0;4;8;39.9;4.56
read;32;0;4;9;41.5;4.55
read;32;0;4;10;42.8;4.55
read;32;0;4;11;42.2;4.47
read;32;0;4;12;40.3;4.53
read;32;0;4;13;42.1;4.55
read;32;0;4;14;40.0;4.55
read;32;0;4;15;41.6;4.57
read;32;0;4;16;42.3;4.52
read;32;0;4;17;42.1;4.54
read;32;0;4;18;40.9;4.55
read;32;0;4;19;41.9;4.55
read;32;0;4;20;40.0;4.56
read;32;0;4;21;40.5;4.56
read;32;0;4;22;39.9;4.54
read;32;0;4;23;41.0;4.56
read;32;0;4;24;42.0;4.53
read;32;0;4;25;43.3;4.54
read;32;0;4;26;39.9;4.56
read;32;0;4;27;40.6;4.55
read;32;0;4;28;44.0;4.55
read;32;0;4;29;42.7;4.56
read;32;0;4;30;40.0;4.55
read;32;0;4;31;40.8;4.55
read;32;0;4;32;41.6;4.55
read;32;0;4;33;42.7;4.57
read;32;0;4;34;42.7;4.57
read;32;0;4;35;42.0;4.56
read;32;0;4;36;41.8;4.57
read;32;0;4;37;40.6;4.56
read;32;0;4;38;41.6;4.57
read;32;0;4;39;41.1;4.57
read;32;0;4;40;40.0;4.57
read;32;0;4;41;41.6;4.54
read;32;0;4;42;42.8;4.5
read;32;0;4;43;42.5;4.48
read;32;0;4;44;41.2;4.55
read;32;0;4;45;42.5;4.56
read;32;0;4;46;40.1;4.56
write;32;1;1;0;38.9;5.21
write;32;1;1;1;39.6;5.72
write;32;1;1;2;39.8;5.7
write;32;1;1;3;39.7;5.72
write;32;1;1;4;42.4;5.7
write;32;1;1;5;39.5;6.05
write;32;1;1;6;39.4;5.94
write;32;1;1;7;40.0;5.97
write;32;1;1;8;39.1;5.88
write;32;1;1;9;38.7;5.14
write;32;1;1;10;35.0;4.69
write;32;1;1;11;38.9;5.42
write;32;1;1;12;36.4;5.03
write;32;1;1;13;36.4;5.04
write;32;1;1;14;36.3;5.06
write;32;1;1;15;37.9;4.87
write;32;1;1;16;35.7;4.88
write;32;1;1;17;35.6;4.78
write;32;1;1;18;35.8;4.82
write;32;1;1;19;35.3;4.77
write;32;1;1;20;35.5;4.78
write;32;1;1;21;35.7;4.84
write;32;1;1;22;35.6;4.83
write;32;1;1;23;37.9;4.83
write;32;1;1;24;35.7;4.82
write;32;1;1;25;37.3;4.78
write;32;1;1;26;35.6;4.82
write;32;1;1;27;38.0;4.84
write;32;1;1;28;38.0;4.85
write;32;1;1;29;37.4;4.78
write;32;1;1;30;35.5;4.77
write;32;1;1;31;38.0;4.86
write;32;1;1;32;38.0;4.81
write;32;1;1;33;36.2;4.81
write;32;1;1;34;38.8;4.86
write;32;1;2;0;37.9;5.2
write;32;1;2;1;37.9;5.5
write;32;1;2;2;37.9;5.4
write;32;1;2;3;37.8;5.36
write;32;1;2;4;38.6;5.55
write;32;1;2;5;36.7;5.3
write;32;1;2;6;40.6;5.79
write;32;1;2;7;40.8;5.81
write;32;1;2;8;40.6;5.81
write;32;1;2;9;41.5;5.59
write;32;1;2;10;38.2;4.97
write;32;1;2;11;36.4;5.06
write;32;1;2;12;36.2;5.05
write;32;1;2;13;38.9;5.04
write;32;1;2;14;36.4;5.05
write;32;1;2;15;36.0;4.96
write;32;1;2;16;34.9;4.7
write;32;1;2;17;34.7;4.77
write;32;1;2;18;35.0;4.77
write;32;1;2;19;34.8;4.73
write;32;1;2;20;34.9;4.73
write;32;1;2;21;35.1;4.73
write;32;1;2;22;35.6;4.76
write;32;1;2;23;37.9;4.83
write;32;1;2;24;34.7;4.77
write;32;1;2;25;34.9;4.76
write;32;1;2;26;35.6;4.77
write;32;1;2;27;37.7;4.82
write;32;1;2;28;35.0;4.79
write;32;1;2;29;37.7;4.85
write;32;1;2;30;35.1;4.78
write;32;1;2;31;35.7;4.81
write;32;1;2;32;36.0;4.84
write;32;1;2;33;35.8;4.85
write;32;1;2;34;36.1;4.85
write;32;1;3;0;38.5;4.87
write;32;1;3;1;39.1;4.94
write;32;1;3;2;41.3;4.93
write;32;1;3;3;40.6;4.97
write;32;1;3;4;39.4;5.37
write;32;1;3;5;39.6;5.67
write;32;1;3;6;39.7;5.71
write;32;1;3;7;40.4;5.72
write;32;1;3;8;39.6;5.73
write;32;1;3;9;42.2;5.93
write;32;1;3;10;41.3;5.81
write;32;1;3;11;41.3;5.79
write;32;1;3;12;40.7;5.69
write;32;1;3;13;37.5;5.15
write;32;1;3;14;35.1;4.71
write;32;1;3;15;38.5;5.31
write;32;1;3;16;39.8;5.07
write;32;1;3;17;38.7;5.01
write;32;1;3;18;36.7;5.0
write;32;1;3;19;36.0;4.82
write;32;1;3;20;36.0;4.85
write;32;1;3;21;35.8;4.84
write;32;1;3;22;35.9;4.84
write;32;1;3;23;35.9;4.82
write;32;1;3;24;35.5;4.81
write;32;1;3;25;36.1;4.86
write;32;1;3;26;35.8;4.78
write;32;1;3;27;36.0;4.82
write;32;1;3;28;35.9;4.79
write;32;1;3;29;35.8;4.81
write;32;1;3;30;39.4;4.87
write;32;1;3;31;35.8;4.85
write;32;1;3;32;35.9;4.81
write;32;1;3;33;37.2;4.83
write;32;1;3;34;35.7;4.77
write;32;1;3;35;35.7;4.77
write;32;1;3;36;36.1;4.83
write;32;1;3;37;35.9;4.76
write;32;1;3;38;36.1;4.8
write;32;1;4;0;38.8;4.97
write;32;1;4;1;39.6;5.48
write;32;1;4;2;39.4;5.36
write;32;1;4;3;39.7;5.3
write;32;1;4;4;40.0;5.37
write;32;1;4;5;44.1;5.93
write;32;1;4;6;45.4;6.21
write;32;1;4;7;41.5;5.75
write;32;1;4;8;43.0;5.76
write;32;1;4;9;42.0;5.37
write;32;1;4;10;38.5;4.94
write;32;1;4;11;40.0;5.06
write;32;1;4;12;38.9;5.01
write;32;1;4;13;38.8;4.84
write;32;1;4;14;37.9;4.89
write;32;1;4;15;37.8;4.91
write;32;1;4;16;37.9;4.92
write;32;1;4;17;38.7;4.92
write;32;1;4;18;37.9;4.92
write;32;1;4;19;36.8;4.8
write;32;1;4;20;38.7;4.86
write;32;1;4;21;39.3;4.98
write;32;1;4;22;39.6;5.01
write;32;1;4;23;38.6;5.02
write;32;1;4;24;38.2;4.97
write;32;1;4;25;38.0;4.83
write;32;1;4;26;38.5;4.83
write;32;1;4;27;36.5;4.84
write;32;1;4;28;37.1;4.85
write;32;1;4;29;39.4;4.85
write;32;1;4;30;37.3;4.88
write;32;1;4;31;37.3;4.85
write;32;1;4;32;37.5;4.83
write;32;1;4;33;38.6;4.85
write;32;0;1;0;40.1;4.65
write;32;0;1;1;42.0;4.54
write;32;0;1;2;40.5;4.55
write;32;0;1;3;40.7;4.55
write;32;0;1;4;40.3;4.56
write;32;0;1;5;41.3;4.57
write;32;0;1;6;41.8;4.54
write;32;0;1;7;40.3;4.56
write;32;0;1;8;40.3;4.57
write;32;0;1;9;41.2;4.55
write;32;0;1;10;40.4;4.57
write;32;0;1;11;40.6;4.54
write;32;0;1;12;40.5;4.54
write;32;0;1;13;42.5;4.53
write;32;0;1;14;40.5;4.52
write;32;0;1;15;40.4;4.54
write;32;0;1;16;40.7;4.54
write;32;0;1;17;40.3;4.55
write;32;0;1;18;40.5;4.57
write;32;0;1;19;40.8;4.56
write;32;0;1;20;40.1;4.56
write;32;0;1;21;39.8;4.55
write;32;0;1;22;39.6;4.56
write;32;0;1;23;39.0;4.55
write;32;0;1;24;41.3;4.55
write;32;0;1;25;40.1;4.56
write;32;0;1;26;41.7;4.56
write;32;0;1;27;40.3;4.57
write;32;0;1;28;41.9;4.57
write;32;0;1;29;40.3;4.57
write;32;0;1;30;40.6;4.57
write;32;0;1;31;40.6;4.55
write;32;0;1;32;40.3;4.57
write;32;0;1;33;41.1;4.57
write;32;0;1;34;41.6;4.55
write;32;0;1;35;40.6;4.56
write;32;0;1;36;40.3;4.57
write;32;0;1;37;40.4;4.56
write;32;0;1;38;40.4;4.57
write;32;0;1;39;40.5;4.57
write;32;0;1;40;42.0;4.56
write;32;0;1;41;40.6;4.57
write;32;0;1;42;40.3;4.59
write;32;0;1;43;40.8;4.54
write;32;0;1;44;41.4;4.54
write;32;0;1;45;41.5;4.53
write;32;0;1;46;41.8;4.54
write;32;0;1;47;41.7;4.57
write;32;0;1;48;41.7;4.56
write;32;0;1;49;41.6;4.59
write;32;0;1;50;40.5;4.57
write;32;0;1;51;42.5;4.54
write;32;0;1;52;43.0;4.52
write;32;0;1;53;40.7;4.56
write;32;0;1;54;41.3;4.57
write;32;0;1;55;40.4;4.57
write;32;0;1;56;40.9;4.57
write;32;0;1;57;40.6;4.53
write;32;0;1;58;42.3;4.53
write;32;0;1;59;42.2;4.56
write;32;0;2;0;38.3;4.78
write;32;0;2;1;39.0;4.77
write;32;0;2;2;38.8;4.91
write;32;0;2;3;41.4;4.92
write;32;0;2;4;39.9;4.71
write;32;0;2;5;40.5;4.55
write;32;0;2;6;40.5;4.55
write;32;0;2;7;41.0;4.56
write;32;0;2;8;42.6;4.54
write;32;0;2;9;41.0;4.56
write;32;0;2;10;41.5;4.55
write;32;0;2;11;42.9;4.54
write;32;0;2;12;42.8;4.56
write;32;0;2;13;41.5;4.58
write;32;0;2;14;39.9;4.52
write;32;0;2;15;40.7;4.54
write;32;0;2;16;39.1;4.57
write;32;0;2;17;39.1;4.55
write;32;0;2;18;39.3;4.56
write;32;0;2;19;40.4;4.54
write;32;0;2;20;39.8;4.55
write;32;0;2;21;41.5;4.54
write;32;0;2;22;40.5;4.55
write;32;0;2;23;42.1;4.56
write;32;0;2;24;42.8;4.54
write;32;0;2;25;40.9;4.52
write;32;0;2;26;40.6;4.57
write;32;0;2;27;40.0;4.57
write;32;0;2;28;39.9;4.55
write;32;0;2;29;39.9;4.58
write;32;0;2;30;40.5;4.54
write;32;0;2;31;39.8;4.55
write;32;0;2;32;39.9;4.54
write;32;0;2;33;39.8;4.54
write;32;0;2;34;39.9;4.55
write;32;0;2;35;40.4;4.53
write;32;0;2;36;41.4;4.57
write;32;0;2;37;39.0;4.59
write;32;0;2;38;40.2;4.56
write;32;0;2;39;41.0;4.54
write;32;0;2;40;41.1;4.56
write;32;0;2;41;40.2;4.55
write;32;0;2;42;40.3;4.57
write;32;0;2;43;42.1;4.54
write;32;0;2;44;41.8;4.54
write;32;0;2;45;42.1;4.53
write;32;0;2;46;41.0;4.52
write;32;0;2;47;40.5;4.54
write;32;0;2;48;41.1;4.55
write;32;0;2;49;41.0;4.56
write;32;0;2;50;40.0;4.53
write;32;0;2;51;42.1;4.53
write;32;0;2;52;40.7;4.54
write;32;0;2;53;42.3;4.54
write;32;0;2;54;41.1;4.53
write;32;0;2;55;41.0;4.53
write;32;0;2;56;41.3;4.59
write;32;0;2;57;41.7;4.55
write;32;0;2;58;41.6;4.53
write;32;0;2;59;41.2;4.56
write;32;0;3;0;37.2;4.77
write;32;0;3;1;37.5;4.91
write;32;0;3;2;37.3;4.93
write;32;0;3;3;37.4;4.93
write;32;0;3;4;37.4;4.55
write;32;0;3;5;42.2;4.32
write;32;0;3;6;37.9;4.27
write;32;0;3;7;37.8;4.23
write;32;0;3;8;37.5;4.21
write;32;0;3;9;37.7;4.29
write;32;0;3;10;37.8;4.32
write;32;0;3;11;37.6;4.31
write;32;0;3;12;39.1;4.28
write;32;0;3;13;37.8;4.3
write;32;0;3;14;38.5;4.29
write;32;0;3;15;38.3;4.23
write;32;0;3;16;38.0;4.19
write;32;0;3;17;38.4;4.22
write;32;0;3;18;38.1;4.28
write;32;0;3;19;39.5;4.29
write;32;0;3;20;39.4;4.24
write;32;0;3;21;40.0;4.78
write;32;0;3;22;36.9;4.41
write;32;0;3;23;37.0;4.27
write;32;0;3;24;39.4;4.28
write;32;0;3;25;38.0;4.23
write;32;0;3;26;37.8;4.22
write;32;0;3;27;37.3;4.23
write;32;0;3;28;39.7;4.29
write;32;0;3;29;37.6;4.28
write;32;0;3;30;38.0;4.28
write;32;0;3;31;37.7;4.24
write;32;0;3;32;37.7;4.23
write;32;0;3;33;38.8;4.24
write;32;0;3;34;37.2;4.23
write;32;0;3;35;37.6;4.08
write;32;0;3;36;39.1;4.16
write;32;0;3;37;39.4;4.28
write;32;0;3;38;37.9;4.37
write;32;0;3;39;36.9;4.32
write;32;0;3;40;37.1;4.29
write;32;0;3;41;39.3;4.34
write;32;0;3;42;39.0;4.3
write;32;0;3;43;37.9;4.32
write;32;0;3;44;37.8;4.37
write;32;0;3;45;37.6;4.41
write;32;0;3;46;38.7;4.36
write;32;0;3;47;37.5;4.28
write;32;0;3;48;38.2;4.34
write;32;0;3;49;38.1;4.37
write;32;0;3;50;40.0;4.33
write;32;0;3;51;39.5;4.34
write;32;0;3;52;37.5;4.34
write;32;0;3;53;37.7;4.42
write;32;0;3;54;37.3;4.37
write;32;0;3;55;38.1;4.35
write;32;0;3;56;37.9;4.34
write;32;0;3;57;37.6;4.31
write;32;0;3;58;38.4;4.41
write;32;0;3;59;39.1;4.49
write;32;0;4;0;37.7;4.9
write;32;0;4;1;37.4;4.95
write;32;0;4;2;37.8;4.92
write;32;0;4;3;37.5;4.94
write;32;0;4;4;37.6;4.5
write;32;0;4;5;39.9;4.28
write;32;0;4;6;38.9;4.31
write;32;0;4;7;38.0;4.27
write;32;0;4;8;37.8;4.23
write;32;0;4;9;38.8;4.31
write;32;0;4;10;38.8;4.29
write;32;0;4;11;39.1;4.33
write;32;0;4;12;39.6;4.33
write;32;0;4;13;39.3;4.29
write;32;0;4;14;38.5;4.31
write;32;0;4;15;38.6;4.3
write;32;0;4;16;37.8;4.32
write;32;0;4;17;39.4;4.29
write;32;0;4;18;39.2;4.34
write;32;0;4;19;39.0;4.33
write;32;0;4;20;38.9;4.33
write;32;0;4;21;41.5;4.38
write;32;0;4;22;39.3;4.33
write;32;0;4;23;39.9;4.32
write;32;0;4;24;38.9;4.34
write;32;0;4;25;39.2;4.31
write;32;0;4;26;39.0;4.3
write;32;0;4;27;38.1;4.28
write;32;0;4;28;39.2;4.33
write;32;0;4;29;38.3;4.32
write;32;0;4;30;37.8;4.34
write;32;0;4;31;39.8;4.42
write;32;0;4;32;39.1;4.41
write;32;0;4;33;39.3;4.4
write;32;0;4;34;38.3;4.38
write;32;0;4;35;38.0;4.32
write;32;0;4;36;38.6;4.28
write;32;0;4;37;41.3;4.32
write;32;0;4;38;39.8;4.4
write;32;0;4;39;40.1;4.4
write;32;0;4;40;38.1;4.43
write;32;0;4;41;39.7;4.35
write;32;0;4;42;39.1;4.35
write;32;0;4;43;39.8;4.36
write;32;0;4;44;38.5;4.33
write;32;0;4;45;38.8;4.32
write;32;0;4;46;37.5;4.29
write;32;0;4;47;39.7;4.37
write;32;0;4;48;39.1;4.33
write;32;0;4;49;38.3;4.28
write;32;0;4;50;38.3;4.22
write;32;0;4;51;38.5;4.31
write;32;0;4;52;37.6;4.25
write;32;0;4;53;39.3;4.35
write;32;0;4;54;38.2;4.28
write;32;0;4;55;38.2;4.31
write;32;0;4;56;39.6;4.36
write;32;0;4;57;39.2;4.29
write;32;0;4;58;39.2;4.31
write;32;0;4;59;38.1;4.37
