equipment;device;operation;reqsize;cache;repetition;measurement;freq0;freq1;freq2;freq3;freq4;freq5;freq6;freq7
pc;ssd2;write;32;0;6;8;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;13;3000;2000;3000;2000;3000;2000;2000;3000
pc;ssd2;write;32;0;6;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;15;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;16;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;18;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;19;2000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;24;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;25;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;26;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;28;3000;3000;2000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;29;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;30;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;33;3000;3000;3000;2000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;34;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;36;3000;3000;1000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;37;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;38;864;1000;1000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;39;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;40;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;41;3000;3000;3000;2000;3000;3000;2000;3000
pc;ssd2;write;32;0;6;42;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;44;3000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;write;32;0;6;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;47;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;50;3000;2000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;51;3000;2000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;53;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;32;0;6;54;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;32;0;6;55;3000;3000;3000;2000;3000;3000;3000;2000
pc;ssd2;write;32;0;6;56;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;32;0;6;57;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;58;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;59;3000;2000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;6;60;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;0;3000;3000;3000;2000;3000;3000;2000;3000
pc;ssd2;read;32;0;6;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;2;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;5;3000;2000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;6;3000;2000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;7;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;8;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;11;3000;3000;3000;3000;2000;2000;3000;3000
pc;ssd2;read;32;0;6;12;2000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;13;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;14;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;6;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;17;4000;3000;3000;4000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;18;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;21;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;22;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;6;23;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;24;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;6;25;3000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;read;32;0;6;26;3000;3000;3000;2000;3000;2000;3000;3000
pc;ssd2;read;32;0;6;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;29;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;30;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;31;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;read;32;0;6;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;34;3000;3000;2000;2000;3000;2000;3000;3000
pc;ssd2;read;32;0;6;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;36;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;37;3000;3000;2000;3000;3000;2000;3000;3000
pc;ssd2;read;32;0;6;38;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;39;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;40;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;41;3000;3000;2000;3000;3000;2000;3000;3000
pc;ssd2;read;32;0;6;42;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;44;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;47;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;50;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;51;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;52;3000;2000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;6;53;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;54;3000;4000;2000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;6;55;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;56;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;57;3000;3000;2000;3000;2000;3000;2000;3000
pc;ssd2;read;32;0;6;58;3000;3000;3000;2000;3000;2000;3000;2000
pc;ssd2;read;32;0;6;59;3000;3000;2000;3000;2000;3000;2000;3000
pc;ssd2;read;32;0;6;60;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;6;61;2000;2000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;0;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;2;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;5;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;8;2000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;11;3000;3000;4000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;13;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;15;1000;2000;1000;1000;2000;3000;3000;3000
pc;ssd2;write;32;0;3;16;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;3;17;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;18;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;3;19;2000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;write;32;0;3;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;21;3000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;write;32;0;3;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;26;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;29;3000;2000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;30;3000;3000;3000;3000;2000;3000;3000;3000
pc;ssd2;write;32;0;3;31;3000;3000;3000;3000;2000;3000;3000;3000
pc;ssd2;write;32;0;3;32;3000;2000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;33;3000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;write;32;0;3;34;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;35;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;36;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;37;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;38;3000;2000;2000;2000;2000;3000;2000;3000
pc;ssd2;write;32;0;3;39;3000;3000;3000;3000;2000;3000;2000;3000
pc;ssd2;write;32;0;3;40;2000;3000;2000;3000;2000;2000;3000;2000
pc;ssd2;write;32;0;3;41;3000;1000;3000;2000;2000;1000;1000;2000
pc;ssd2;write;32;0;3;42;3000;3000;3000;3000;2000;2000;3000;2000
pc;ssd2;write;32;0;3;43;3000;3000;2000;2000;2000;3000;3000;3000
pc;ssd2;write;32;0;3;44;3000;2000;1000;3000;2000;2000;3000;3000
pc;ssd2;write;32;0;3;45;3000;3000;3000;3000;2000;2000;3000;3000
pc;ssd2;write;32;0;3;46;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;47;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;48;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;50;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;51;3000;3000;3000;3000;1000;3000;3000;3000
pc;ssd2;write;32;0;3;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;53;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;54;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;55;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;56;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;57;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;58;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;32;0;3;59;3000;3000;2000;3000;3000;3000;2000;3000
pc;ssd2;write;32;0;3;60;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;0;3000;2000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;2;3000;3000;3000;3000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;5;3000;3000;3000;2000;2000;2000;3000;3000
pc;ssd2;read;32;0;3;6;2000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;8;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;10;3000;3000;2000;2000;3000;2000;3000;3000
pc;ssd2;read;32;0;3;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;12;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;13;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;15;3000;3000;2000;3000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;16;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;17;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;18;3000;2000;3000;2000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;19;2000;3000;2000;2000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;26;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;32;0;3;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;28;3000;2000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;29;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;30;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;34;3000;2000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;36;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;37;3000;3000;3000;2000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;38;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;39;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;40;2000;3000;3000;3000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;41;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;42;3000;3000;3000;3000;3000;2000;3000;3000
pc;ssd2;read;32;0;3;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;44;3000;3000;3000;3000;2000;3000;3000;3000
pc;ssd2;read;32;0;3;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;47;3000;3000;4000;4000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;50;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;51;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;53;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;54;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;read;32;0;3;55;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;56;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;57;3000;3000;2000;2000;2000;3000;3000;2000
pc;ssd2;read;32;0;3;58;3000;3000;3000;2000;3000;3000;2000;3000
pc;ssd2;read;32;0;3;59;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;32;0;3;60;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;0;2000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;1;2000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;2;3000;2000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;4096;0;6;3;2000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;4;2000;2000;3000;2000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;5;3000;2000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;7;2000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;8;3000;3000;3000;2000;3000;2000;2000;3000
pc;ssd2;write;4096;0;6;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;11;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;12;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;13;2000;1000;2000;3000;1000;2000;2000;3000
pc;ssd2;write;4096;0;6;14;3000;3000;3000;3000;3000;3000;2000;3000
pc;ssd2;write;4096;0;6;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;18;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;23;1000;3000;1000;1000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;24;3000;2000;2000;3000;2000;3000;3000;2000
pc;ssd2;write;4096;0;6;25;3000;3000;3000;3000;3000;2000;2000;2000
pc;ssd2;write;4096;0;6;26;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;27;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;28;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;29;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;30;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;write;4096;0;6;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;34;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;36;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;37;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;38;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;39;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;40;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;41;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;42;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;44;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;47;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;50;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;51;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;53;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;54;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;55;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;56;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;57;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;58;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;59;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;60;3000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;write;4096;0;6;61;3000;2000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;4096;0;6;0;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;1;3000;3000;3000;2000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;2;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;5;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;8;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;13;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;18;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;22;3000;3000;2000;3000;2000;3000;2000;3000
pc;ssd2;read;4096;0;6;23;3000;3000;3000;3000;3000;3000;3000;2000
pc;ssd2;read;4096;0;6;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;26;2000;3000;2000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;27;3000;3000;2000;2000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;ssd2;read;4096;0;6;29;3000;3000;3000;3000;3000;3000;3000;3000
