equipment;device;operation;reqsize;cache;repetition;measurement;freq0;freq1;freq2;freq3;freq4;freq5;freq6;freq7
pc;hdd1;read;4096;0;4;11;1000;1000;1000;1000;1000;1000;1000;1000
pc;hdd1;read;4096;0;4;12;2000;2000;3000;2000;2000;1000;3000;3000
pc;hdd1;read;4096;0;4;13;2000;960;846;1000;1000;1000;857;2000
pc;hdd1;read;4096;0;4;14;1000;1000;1000;1000;1000;1000;2000;1000
pc;hdd1;read;4096;0;4;15;1000;1000;1000;800;1000;831;2000;809
pc;hdd1;read;4096;0;4;16;1000;3000;1000;1000;2000;1000;1000;1000
pc;hdd1;read;4096;0;4;17;2000;986;863;1000;896;1000;824;1000
pc;hdd1;read;4096;0;4;18;1000;1000;1000;2000;3000;1000;1000;3000
pc;hdd1;read;4096;0;4;19;1000;1000;1000;1000;896;1000;1000;3000
pc;hdd1;read;4096;0;4;20;3000;1000;2000;2000;2000;1000;3000;3000
pc;hdd1;read;4096;0;4;21;900;900;1000;900;1000;1000;914;1000
pc;hdd1;read;4096;0;4;22;1000;2000;1000;924;999;1000;1000;1000
pc;hdd1;read;4096;0;4;23;2000;2000;1000;2000;2000;1000;2000;1000
pc;hdd1;read;4096;0;4;24;1000;2000;2000;1000;1000;1000;2000;1000
pc;hdd1;read;4096;0;4;25;885;959;802;879;897;837;1000;1000
pc;hdd1;read;4096;0;4;26;2000;3000;1000;3000;1000;837;3000;976
pc;hdd1;read;4096;0;4;27;800;1000;854;800;800;1000;920;976
pc;hdd1;read;4096;0;4;28;900;2000;900;900;893;1000;968;976
pc;hdd1;read;4096;0;4;29;2000;2000;1000;872;1000;1000;1000;1000
pc;hdd1;read;4096;0;4;30;3000;3000;1000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;4;31;900;900;1000;810;900;1000;1000;994
pc;hdd1;read;4096;0;4;32;3000;2000;2000;1000;3000;1000;2000;2000
pc;hdd1;read;4096;0;4;33;3000;2000;3000;2000;3000;2000;2000;3000
pc;hdd1;read;4096;0;4;34;3000;3000;2000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;4;35;2000;2000;3000;3000;2000;2000;3000;2000
pc;hdd1;read;4096;0;4;36;3000;3000;2000;3000;3000;2000;3000;3000
pc;hdd1;read;4096;0;4;37;1000;912;3000;824;1000;2000;1000;938
pc;hdd1;read;4096;0;4;38;3000;3000;3000;3000;3000;1000;3000;1000
pc;hdd1;read;4096;0;4;39;1000;1000;3000;802;1000;3000;851;1000
pc;hdd1;read;4096;0;4;40;2000;3000;1000;3000;3000;1000;3000;2000
pc;hdd1;read;4096;0;4;41;3000;3000;2000;1000;2000;1000;1000;1000
pc;hdd1;read;4096;0;4;42;3000;3000;2000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;4;43;2000;2000;2000;2000;3000;3000;2000;2000
pc;hdd1;read;4096;0;4;44;2000;3000;3000;3000;2000;2000;3000;2000
pc;hdd1;read;4096;0;4;45;2000;2000;1000;1000;2000;2000;2000;2000
pc;hdd1;read;4096;0;4;46;2000;2000;1000;2000;2000;2000;3000;2000
pc;hdd1;read;4096;0;4;47;3000;3000;2000;2000;3000;3000;3000;3000
pc;hdd1;read;4096;0;4;48;3000;3000;3000;2000;2000;3000;2000;3000
pc;hdd1;read;4096;0;4;49;3000;2000;3000;3000;3000;2000;3000;2000
pc;hdd1;read;4096;0;4;50;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;4;51;3000;3000;3000;2000;2000;3000;3000;3000
pc;hdd1;read;4096;0;4;52;1000;2000;2000;2000;2000;1000;3000;1000
pc;hdd1;read;4096;0;4;53;3000;2000;3000;2000;3000;2000;2000;2000
pc;hdd1;read;4096;0;4;54;1000;962;3000;2000;1000;3000;2000;1000
pc;hdd1;read;4096;0;4;55;3000;3000;3000;3000;3000;1000;3000;3000
pc;hdd1;read;4096;0;4;56;2000;1000;1000;1000;2000;2000;2000;2000
pc;hdd1;read;4096;0;4;57;4000;4000;3000;3000;3000;3000;3000;2000
pc;hdd1;read;4096;0;4;58;3000;878;1000;824;810;3000;2000;1000
pc;hdd1;read;4096;0;4;59;1000;2000;2000;1000;2000;1000;2000;1000
pc;hdd1;read;4096;0;4;60;3000;2000;2000;1000;996;2000;2000;1000
pc;hdd1;write;4096;0;1;0;3000;3000;2000;2000;3000;3000;2000;3000
pc;hdd1;write;4096;0;1;1;2000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;4096;0;1;2;3000;2000;3000;3000;2000;3000;2000;2000
pc;hdd1;write;4096;0;1;3;2000;3000;3000;2000;3000;3000;3000;2000
pc;hdd1;write;4096;0;1;4;3000;2000;939;2000;2000;2000;1000;2000
pc;hdd1;write;4096;0;1;5;1000;1000;939;1000;1000;1000;953;1000
pc;hdd1;write;4096;0;1;6;806;1000;852;1000;1000;1000;1000;808
pc;hdd1;write;4096;0;1;7;1000;2000;1000;2000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;8;1000;3000;2000;2000;3000;1000;2000;1000
pc;hdd1;write;4096;0;1;9;1000;1000;1000;1000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;10;1000;1000;1000;824;900;943;846;2000
pc;hdd1;write;4096;0;1;11;1000;1000;833;1000;1000;3000;1000;1000
pc;hdd1;write;4096;0;1;12;1000;828;1000;1000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;13;2000;2000;3000;2000;2000;3000;3000;3000
pc;hdd1;write;4096;0;1;14;2000;2000;1000;1000;996;1000;864;1000
pc;hdd1;write;4096;0;1;15;2000;816;2000;800;1000;2000;1000;2000
pc;hdd1;write;4096;0;1;16;2000;1000;3000;1000;1000;2000;2000;1000
pc;hdd1;write;4096;0;1;17;1000;1000;927;1000;896;1000;2000;1000
pc;hdd1;write;4096;0;1;18;2000;1000;2000;1000;2000;1000;2000;1000
pc;hdd1;write;4096;0;1;19;1000;2000;1000;909;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;20;2000;3000;926;1000;996;1000;1000;3000
pc;hdd1;write;4096;0;1;21;1000;1000;923;2000;996;1000;1000;1000
pc;hdd1;write;4096;0;1;22;817;1000;806;2000;818;1000;2000;3000
pc;hdd1;write;4096;0;1;23;2000;2000;2000;2000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;24;3000;3000;3000;3000;3000;2000;3000;1000
pc;hdd1;write;4096;0;1;25;3000;2000;3000;3000;3000;1000;2000;3000
pc;hdd1;write;4096;0;1;26;1000;2000;1000;916;956;3000;1000;2000
pc;hdd1;write;4096;0;1;27;1000;1000;900;3000;800;987;1000;945
pc;hdd1;write;4096;0;1;28;2000;1000;3000;2000;2000;3000;1000;3000
pc;hdd1;write;4096;0;1;29;2000;3000;3000;954;2000;3000;3000;3000
pc;hdd1;write;4096;0;1;30;2000;2000;2000;2000;2000;3000;2000;2000
pc;hdd1;write;4096;0;1;31;1000;1000;2000;1000;2000;890;3000;873
pc;hdd1;write;4096;0;1;32;1000;1000;978;3000;1000;2000;837;2000
pc;hdd1;write;4096;0;1;33;3000;3000;3000;1000;3000;1000;2000;1000
pc;hdd1;write;4096;0;1;34;3000;2000;3000;1000;3000;2000;3000;3000
pc;hdd1;write;4096;0;1;35;2000;2000;2000;3000;2000;3000;3000;3000
pc;hdd1;write;4096;0;1;36;2000;3000;3000;1000;3000;2000;3000;3000
pc;hdd1;write;4096;0;1;37;2000;1000;1000;1000;1000;3000;824;3000
pc;hdd1;write;4096;0;1;38;2000;1000;1000;1000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;39;3000;1000;1000;1000;1000;1000;1000;1000
pc;hdd1;write;4096;0;1;40;2000;3000;3000;2000;3000;3000;2000;3000
pc;hdd1;write;4096;0;1;41;2000;1000;1000;3000;1000;1000;968;3000
pc;hdd1;write;4096;0;1;42;2000;2000;3000;2000;3000;2000;1000;3000
pc;hdd1;write;4096;0;1;43;2000;1000;2000;2000;2000;2000;1000;3000
pc;hdd1;write;4096;0;1;44;2000;3000;3000;3000;3000;3000;2000;3000
pc;hdd1;write;4096;0;1;45;1000;1000;1000;3000;1000;2000;1000;2000
pc;hdd1;write;4096;0;1;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;4096;0;1;47;3000;3000;3000;3000;3000;3000;3000;2000
pc;hdd1;write;4096;0;1;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;4096;0;1;49;2000;2000;3000;3000;3000;2000;2000;3000
pc;hdd1;write;4096;0;1;50;2000;2000;3000;3000;3000;2000;3000;2000
pc;hdd1;write;4096;0;1;51;2000;2000;2000;2000;2000;2000;900;2000
pc;hdd1;write;4096;0;1;52;2000;3000;3000;2000;3000;2000;1000;2000
pc;hdd1;write;4096;0;1;53;1000;1000;1000;2000;1000;3000;1000;1000
pc;hdd1;write;4096;0;1;54;907;827;823;2000;823;888;1000;887
pc;hdd1;write;4096;0;1;55;1000;2000;2000;2000;3000;888;3000;2000
pc;hdd1;write;4096;0;1;56;2000;2000;2000;2000;2000;2000;1000;2000
pc;hdd1;write;4096;0;1;57;2000;2000;2000;2000;2000;2000;2000;3000
pc;hdd1;write;4096;0;1;58;1000;1000;3000;1000;1000;2000;3000;1000
pc;hdd1;write;4096;0;1;59;2000;2000;2000;2000;2000;1000;3000;2000
pc;hdd1;write;4096;0;1;60;3000;2000;2000;2000;2000;2000;3000;3000
pc;hdd1;write;4096;0;1;61;2000;2000;2000;870;2000;827;2000;3000
pc;hdd1;read;4096;0;1;0;3000;3000;2000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;1;1;1000;2000;1000;1000;1000;3000;1000;815
pc;hdd1;read;4096;0;1;2;3000;1000;3000;3000;3000;3000;3000;2000
pc;hdd1;read;4096;0;1;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;1;4;1000;2000;1000;1000;1000;2000;1000;816
pc;hdd1;read;4096;0;1;5;2000;1000;1000;2000;2000;2000;2000;1000
pc;hdd1;read;4096;0;1;6;2000;1000;3000;3000;3000;2000;2000;2000
pc;hdd1;read;4096;0;1;7;2000;2000;3000;3000;3000;2000;3000;2000
pc;hdd1;read;4096;0;1;8;2000;2000;3000;2000;2000;2000;2000;2000
pc;hdd1;read;4096;0;1;9;2000;3000;2000;2000;2000;2000;1000;1000
pc;hdd1;read;4096;0;1;10;2000;3000;2000;2000;3000;2000;3000;2000
pc;hdd1;read;4096;0;1;11;1000;3000;2000;1000;1000;3000;1000;2000
pc;hdd1;read;4096;0;1;12;901;3000;3000;2000;2000;1000;2000;2000
pc;hdd1;read;4096;0;1;13;1000;2000;2000;923;898;1000;938;2000
pc;hdd1;read;4096;0;1;14;2000;1000;3000;3000;3000;1000;3000;3000
pc;hdd1;read;4096;0;1;15;3000;2000;2000;3000;3000;1000;2000;3000
pc;hdd1;read;4096;0;1;16;2000;2000;2000;1000;1000;3000;1000;834
pc;hdd1;read;4096;0;1;17;1000;3000;1000;1000;918;1000;1000;800
pc;hdd1;read;4096;0;1;18;3000;2000;3000;3000;3000;1000;3000;3000
pc;hdd1;read;4096;0;1;19;1000;908;1000;1000;993;991;1000;1000
pc;hdd1;read;4096;0;1;20;2000;908;1000;3000;3000;2000;3000;3000
pc;hdd1;read;4096;0;1;21;1000;1000;1000;2000;2000;2000;2000;2000
pc;hdd1;read;4096;0;1;22;1000;2000;1000;1000;1000;2000;1000;1000
pc;hdd1;read;4096;0;1;23;1000;2000;1000;1000;1000;3000;1000;1000
pc;hdd1;read;4096;0;1;24;2000;2000;3000;2000;3000;2000;3000;2000
pc;hdd1;read;4096;0;1;25;3000;2000;2000;2000;3000;3000;3000;2000
pc;hdd1;read;4096;0;1;26;3000;2000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;1;27;1000;2000;1000;1000;898;2000;1000;1000
pc;hdd1;read;4096;0;1;28;3000;2000;3000;2000;3000;2000;2000;2000
pc;hdd1;read;4096;0;1;29;1000;2000;984;819;2000;1000;1000;811
pc;hdd1;read;4096;0;1;30;1000;2000;1000;923;846;1000;827;800
pc;hdd1;read;4096;0;1;31;3000;2000;2000;3000;2000;3000;2000;2000
pc;hdd1;read;4096;0;1;32;983;2000;900;1000;1000;1000;1000;930
pc;hdd1;read;4096;0;1;33;2000;3000;1000;1000;997;1000;1000;813
pc;hdd1;read;4096;0;1;34;2000;2000;1000;1000;1000;1000;800;2000
pc;hdd1;read;4096;0;1;35;3000;2000;3000;3000;2000;3000;3000;3000
pc;hdd1;read;4096;0;1;36;1000;966;1000;1000;1000;1000;1000;1000
pc;hdd1;read;4096;0;1;37;2000;2000;3000;2000;2000;2000;3000;2000
pc;hdd1;read;4096;0;1;38;824;1000;1000;1000;1000;900;819;1000
pc;hdd1;read;4096;0;1;39;1000;3000;2000;3000;3000;3000;1000;2000
pc;hdd1;read;4096;0;1;40;938;1000;1000;1000;1000;952;1000;809
pc;hdd1;read;4096;0;1;41;1000;2000;1000;1000;996;1000;1000;1000
pc;hdd1;read;4096;0;1;42;1000;1000;1000;2000;1000;2000;1000;1000
pc;hdd1;read;4096;0;1;43;1000;1000;1000;1000;1000;1000;1000;1000
pc;hdd1;read;4096;0;1;44;3000;2000;3000;3000;3000;2000;3000;1000
pc;hdd1;read;4096;0;1;45;3000;3000;3000;3000;3000;2000;2000;3000
pc;hdd1;read;4096;0;1;46;3000;2000;2000;2000;3000;2000;3000;1000
pc;hdd1;read;4096;0;1;47;1000;1000;934;1000;2000;800;1000;1000
pc;hdd1;read;4096;0;1;48;1000;1000;2000;1000;1000;1000;825;1000
pc;hdd1;read;4096;0;1;49;3000;1000;2000;3000;3000;3000;3000;3000
pc;hdd1;read;4096;0;1;50;2000;2000;2000;2000;2000;3000;2000;3000
pc;hdd1;read;4096;0;1;51;1000;3000;3000;1000;1000;3000;3000;2000
pc;hdd1;read;4096;0;1;52;2000;3000;3000;2000;2000;3000;3000;3000
pc;hdd1;read;4096;0;1;53;3000;1000;2000;3000;3000;2000;2000;2000
pc;hdd1;read;4096;0;1;54;2000;2000;3000;3000;3000;2000;3000;3000
pc;hdd1;read;4096;0;1;55;3000;3000;2000;3000;3000;2000;3000;1000
pc;hdd1;read;4096;0;1;56;3000;3000;3000;3000;3000;2000;3000;3000
pc;hdd1;read;4096;0;1;57;1000;3000;878;3000;1000;3000;3000;2000
pc;hdd1;read;4096;0;1;58;3000;3000;3000;3000;3000;3000;1000;2000
pc;hdd1;read;4096;0;1;59;913;2000;815;3000;818;1000;2000;3000
pc;hdd1;read;4096;0;1;60;1000;2000;2000;1000;828;911;966;920
pc;hdd1;write;32;0;7;0;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;2;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;5;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;8;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;13;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;18;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;26;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;29;3000;3000;2000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;30;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;34;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;36;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;37;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;38;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;39;3000;3000;3000;3000;3000;1000;3000;3000
pc;hdd1;write;32;0;7;40;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;41;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;42;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;44;2000;3000;3000;2000;2000;2000;2000;3000
pc;hdd1;write;32;0;7;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;47;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;50;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;51;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;53;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;54;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;55;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;56;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;57;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;58;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;7;59;829;2000;1000;3000;896;3000;2000;3000
pc;hdd1;write;32;0;7;60;1000;1000;1000;1000;1000;1000;2000;3000
pc;hdd1;write;32;0;7;61;1000;1000;2000;1000;1000;1000;2000;1000
pc;hdd1;read;32;0;7;0;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;2;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;5;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;8;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;13;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;18;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;22;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;26;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;29;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;30;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;34;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;35;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;36;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;37;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;38;3000;3000;3000;1000;3000;2000;3000;3000
pc;hdd1;read;32;0;7;39;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;40;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;41;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;42;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;43;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;44;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;45;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;46;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;47;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;48;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;49;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;50;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;51;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;52;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;53;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;54;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;55;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;read;32;0;7;56;4000;4000;3000;4000;4000;3000;4000;4000
pc;hdd1;read;32;0;7;57;3000;3000;3000;3000;3000;3000;3000;2000
pc;hdd1;read;32;0;7;58;900;3000;900;2000;804;1000;1000;1000
pc;hdd1;read;32;0;7;59;886;835;2000;1000;1000;1000;855;830
pc;hdd1;read;32;0;7;60;1000;1000;1000;1000;1000;1000;855;1000
pc;hdd1;write;32;0;4;0;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;1;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;2;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;3;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;4;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;5;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;6;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;7;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;8;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;9;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;10;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;11;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;12;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;13;3000;3000;3000;3000;3000;2000;3000;3000
pc;hdd1;write;32;0;4;14;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;15;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;16;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;17;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;18;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;19;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;20;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;21;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;22;3000;3000;3000;3000;3000;2000;3000;3000
pc;hdd1;write;32;0;4;23;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;24;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;25;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;26;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;27;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;28;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;29;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;30;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;31;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;32;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;33;3000;3000;3000;3000;3000;3000;3000;3000
pc;hdd1;write;32;0;4;34;3000;3000;3000;3000;3000;3000;3000;3000
