equipment;device;operation;reqsize;cache;repetition;measurement;rms1;rms2
PC;SSD2;read;32;0;5;8;221.7;0.2264
PC;SSD2;read;32;0;5;9;221.7;0.2331
PC;SSD2;read;32;0;5;10;221.5;0.2259
PC;SSD2;read;32;0;5;11;221.4;0.2267
PC;SSD2;read;32;0;5;12;221.6;0.2603
PC;SSD2;read;32;0;5;13;221.5;0.2491
PC;SSD2;read;32;0;5;14;221.9;0.2265
PC;SSD2;read;32;0;5;15;221.7;0.2266
PC;SSD2;read;32;0;5;16;221.5;0.2286
PC;SSD2;read;32;0;5;17;221.4;0.227
PC;SSD2;read;32;0;5;18;222.2;0.2261
PC;SSD2;read;32;0;5;19;222.2;0.2224
PC;SSD2;read;32;0;5;20;221.9;0.2244
PC;SSD2;read;32;0;5;21;221.9;0.2265
PC;SSD2;read;32;0;5;22;221.5;0.226
PC;SSD2;read;32;0;5;23;221.4;0.2252
PC;SSD2;read;32;0;5;24;221.5;0.2263
PC;SSD2;read;32;0;5;25;221.5;0.2274
PC;SSD2;read;32;0;5;26;221.5;0.2258
PC;SSD2;read;32;0;5;27;221.7;0.2263
PC;SSD2;read;32;0;5;28;221.5;0.2337
PC;SSD2;read;32;0;5;29;221.5;0.2146
PC;SSD2;read;32;0;5;30;221.4;0.225
PC;SSD2;read;32;0;5;31;221.5;0.2261
PC;SSD2;read;32;0;5;32;221.5;0.2265
PC;SSD2;read;32;0;5;33;221.3;0.2268
PC;SSD2;read;32;0;5;34;221.5;0.2289
PC;SSD2;read;32;0;5;35;221.3;0.2265
PC;SSD2;read;32;0;5;36;221.4;0.2271
PC;SSD2;read;32;0;5;37;221.6;0.229
PC;SSD2;read;32;0;5;38;221.2;0.2258
PC;SSD2;read;32;0;5;39;221.5;0.2276
PC;SSD2;read;32;0;5;40;221.7;0.2281
PC;SSD2;read;32;0;5;41;221.6;0.2279
PC;SSD2;read;32;0;5;42;221.4;0.2262
PC;SSD2;read;32;0;5;43;221.5;0.2276
PC;SSD2;read;32;0;5;44;221.2;0.2265
PC;SSD2;read;32;0;5;45;221.8;0.2259
PC;SSD2;read;32;0;5;46;221.5;0.227
PC;SSD2;read;32;0;5;47;221.6;0.2176
PC;SSD2;read;32;0;5;48;221.4;0.2262
PC;SSD2;read;32;0;5;49;221.5;0.225
PC;SSD2;read;32;0;5;50;221.8;0.2281
PC;SSD2;read;32;0;5;51;221.7;0.223
PC;SSD2;read;32;0;5;52;221.8;0.2261
PC;SSD2;read;32;0;5;53;221.9;0.2267
PC;SSD2;read;32;0;5;54;221.9;0.2268
PC;SSD2;read;32;0;5;55;222.0;0.2257
PC;SSD2;read;32;0;5;56;221.6;0.2256
PC;SSD2;read;32;0;5;57;221.7;0.2271
PC;SSD2;read;32;0;5;58;221.7;0.2431
PC;SSD2;read;32;0;5;59;221.9;0.2274
PC;SSD2;read;32;0;5;60;221.7;0.2282
PC;SSD2;read;32;0;5;61;221.8;0.2268
PC;SSD2;read;32;0;5;62;221.7;0.2266
PC;SSD2;read;32;0;5;63;221.7;0.2276
PC;SSD2;read;32;0;5;64;221.8;0.2255
PC;SSD2;read;32;0;5;65;221.5;0.2273
PC;SSD2;read;32;0;5;66;221.5;0.227
PC;SSD2;read;32;0;5;67;221.3;0.229
PC;SSD2;read;32;0;5;68;221.3;0.2266
PC;SSD2;read;32;0;5;69;221.7;0.2255
PC;SSD2;read;32;0;5;70;221.8;0.2276
PC;SSD2;read;32;0;5;71;221.7;0.2252
PC;SSD2;read;32;0;5;72;221.7;0.2262
PC;SSD2;read;32;0;5;73;221.6;0.2267
PC;SSD2;read;32;0;5;74;221.7;0.2272
PC;SSD2;read;32;0;5;75;221.7;0.2264
PC;SSD2;read;32;0;5;76;221.7;0.2248
PC;SSD2;read;32;0;5;77;221.6;0.227
PC;SSD2;read;32;0;5;78;221.6;0.2267
PC;SSD2;read;32;0;5;79;221.5;0.2265
PC;SSD2;read;32;0;5;80;221.9;0.2262
PC;SSD2;read;32;0;5;81;221.5;0.2268
PC;SSD2;read;32;0;5;82;221.6;0.2266
PC;SSD2;read;32;0;5;83;222.0;0.2273
PC;SSD2;read;32;0;5;84;221.8;0.2266
PC;SSD2;read;32;0;5;85;221.9;0.216
PC;SSD2;read;32;0;5;86;221.7;0.226
PC;SSD2;read;32;0;5;87;221.8;0.2265
PC;SSD2;read;32;0;5;88;221.7;0.2261
PC;SSD2;read;32;0;5;89;221.8;0.2272
PC;SSD2;read;32;0;5;90;221.5;0.2268
PC;SSD2;read;32;0;5;91;221.4;0.2266
PC;SSD2;read;32;0;5;92;221.7;0.2271
PC;SSD2;read;32;0;5;93;221.6;0.2273
PC;SSD2;read;32;0;5;94;221.6;0.2268
PC;SSD2;read;32;0;5;95;221.7;0.2293
PC;SSD2;read;32;0;5;96;221.6;0.2272
PC;SSD2;read;32;0;5;97;221.7;0.2266
PC;SSD2;read;32;0;5;98;221.5;0.2268
PC;SSD2;read;32;0;5;99;221.5;0.2276
PC;SSD2;read;32;0;5;100;221.8;0.2262
PC;SSD2;read;32;0;5;101;221.8;0.2268
PC;SSD2;read;32;0;5;102;221.6;0.2248
PC;SSD2;read;32;0;5;103;221.7;0.2263
PC;SSD2;read;32;0;5;104;221.6;0.2259
PC;SSD2;read;32;0;5;105;221.6;0.2247
PC;SSD2;read;32;0;5;106;221.6;0.2268
PC;SSD2;read;32;0;5;107;221.7;0.2258
PC;SSD2;read;32;0;5;108;221.5;0.227
PC;SSD2;read;32;0;5;109;221.5;0.2276
PC;SSD2;read;32;0;5;110;222.0;0.2267
PC;SSD2;read;32;0;5;111;222.1;0.2266
PC;SSD2;read;32;0;5;112;221.9;0.2265
PC;SSD2;read;32;0;5;113;221.7;0.2268
PC;SSD2;read;32;0;5;114;221.6;0.2263
PC;SSD2;read;32;0;5;115;221.9;0.2263
PC;SSD2;read;32;0;5;116;221.7;0.2271
PC;SSD2;read;32;0;5;117;221.7;0.2269
PC;SSD2;read;32;0;5;118;221.7;0.2263
PC;SSD2;read;32;0;5;119;221.4;0.2278
PC;SSD2;write;32;0;6;0;221.7;0.1735
PC;SSD2;write;32;0;6;1;222.0;0.1741
PC;SSD2;write;32;0;6;2;222.0;0.1722
PC;SSD2;write;32;0;6;3;221.7;0.2634
PC;SSD2;write;32;0;6;4;221.8;0.2401
PC;SSD2;write;32;0;6;5;221.6;0.2562
PC;SSD2;write;32;0;6;6;221.9;0.245
PC;SSD2;write;32;0;6;7;221.6;0.2451
PC;SSD2;write;32;0;6;8;221.9;0.2496
PC;SSD2;write;32;0;6;9;221.6;0.2676
PC;SSD2;write;32;0;6;10;221.8;0.2312
PC;SSD2;write;32;0;6;11;221.6;0.2466
PC;SSD2;write;32;0;6;12;221.9;0.2457
PC;SSD2;write;32;0;6;13;222.0;0.1861
PC;SSD2;write;32;0;6;14;221.9;0.2452
PC;SSD2;write;32;0;6;15;221.7;0.246
PC;SSD2;write;32;0;6;16;221.6;0.2467
PC;SSD2;write;32;0;6;17;221.8;0.2457
PC;SSD2;write;32;0;6;18;221.6;0.1871
PC;SSD2;write;32;0;6;19;221.5;0.2467
PC;SSD2;write;32;0;6;20;221.4;0.2451
PC;SSD2;write;32;0;6;21;221.7;0.2509
PC;SSD2;write;32;0;6;22;221.4;0.2464
PC;SSD2;write;32;0;6;23;221.7;0.1891
PC;SSD2;write;32;0;6;24;221.9;0.2453
PC;SSD2;write;32;0;6;25;221.6;0.247
PC;SSD2;write;32;0;6;26;220.6;0.2464
PC;SSD2;write;32;0;6;27;221.4;0.2461
PC;SSD2;write;32;0;6;28;221.4;0.2406
PC;SSD2;write;32;0;6;29;221.3;0.245
PC;SSD2;write;32;0;6;30;221.1;0.1956
PC;SSD2;write;32;0;6;31;221.4;0.246
PC;SSD2;write;32;0;6;32;221.3;0.2147
PC;SSD2;write;32;0;6;33;221.8;0.2531
PC;SSD2;write;32;0;6;34;221.5;0.2563
PC;SSD2;write;32;0;6;35;221.4;0.2268
PC;SSD2;write;32;0;6;36;221.3;0.2457
PC;SSD2;write;32;0;6;37;221.1;0.241
PC;SSD2;write;32;0;6;38;221.1;0.2462
PC;SSD2;write;32;0;6;39;221.2;0.2464
PC;SSD2;write;32;0;6;40;221.3;0.1821
PC;SSD2;write;32;0;6;41;221.3;0.2412
PC;SSD2;write;32;0;6;42;221.3;0.2441
PC;SSD2;write;32;0;6;43;221.3;0.2478
PC;SSD2;write;32;0;6;44;221.3;0.2461
PC;SSD2;write;32;0;6;45;221.2;0.1855
PC;SSD2;write;32;0;6;46;221.1;0.2454
PC;SSD2;write;32;0;6;47;221.5;0.2446
PC;SSD2;write;32;0;6;48;221.2;0.2443
PC;SSD2;write;32;0;6;49;221.5;0.2474
PC;SSD2;write;32;0;6;50;221.4;0.1837
PC;SSD2;write;32;0;6;51;221.7;0.2259
PC;SSD2;write;32;0;6;52;221.4;0.2461
PC;SSD2;write;32;0;6;53;221.2;0.2313
PC;SSD2;write;32;0;6;54;221.3;0.2473
PC;SSD2;write;32;0;6;55;221.5;0.1866
PC;SSD2;write;32;0;6;56;221.3;0.2449
PC;SSD2;write;32;0;6;57;221.2;0.247
PC;SSD2;write;32;0;6;58;221.5;0.247
PC;SSD2;write;32;0;6;59;221.4;0.247
PC;SSD2;write;32;0;6;60;221.9;0.1838
PC;SSD2;write;32;0;6;61;221.5;0.2469
PC;SSD2;write;32;0;6;62;221.3;0.2439
PC;SSD2;write;32;0;6;63;221.3;0.2473
PC;SSD2;write;32;0;6;64;221.6;0.2466
PC;SSD2;write;32;0;6;65;221.5;0.1848
PC;SSD2;write;32;0;6;66;221.2;0.2456
PC;SSD2;write;32;0;6;67;221.2;0.2301
PC;SSD2;write;32;0;6;68;221.4;0.2466
PC;SSD2;write;32;0;6;69;221.5;0.2634
PC;SSD2;write;32;0;6;70;221.7;0.1849
PC;SSD2;write;32;0;6;71;221.3;0.247
PC;SSD2;write;32;0;6;72;221.4;0.2421
PC;SSD2;write;32;0;6;73;221.3;0.244
PC;SSD2;write;32;0;6;74;221.3;0.2457
PC;SSD2;write;32;0;6;75;221.4;0.1825
PC;SSD2;write;32;0;6;76;221.5;0.2462
PC;SSD2;write;32;0;6;77;221.4;0.2443
PC;SSD2;write;32;0;6;78;221.4;0.2469
PC;SSD2;write;32;0;6;79;221.5;0.2458
PC;SSD2;write;32;0;6;80;221.5;0.2415
PC;SSD2;write;32;0;6;81;221.2;0.2468
PC;SSD2;write;32;0;6;82;221.5;0.228
PC;SSD2;write;32;0;6;83;221.1;0.2483
PC;SSD2;write;32;0;6;84;221.4;0.2471
PC;SSD2;write;32;0;6;85;221.6;0.2274
PC;SSD2;write;32;0;6;86;221.5;0.2457
PC;SSD2;write;32;0;6;87;221.4;0.2249
PC;SSD2;write;32;0;6;88;221.4;0.2454
PC;SSD2;write;32;0;6;89;221.3;0.2567
PC;SSD2;write;32;0;6;90;221.3;0.2396
PC;SSD2;write;32;0;6;91;221.4;0.2443
PC;SSD2;write;32;0;6;92;221.4;0.1802
PC;SSD2;write;32;0;6;93;221.1;0.2466
PC;SSD2;write;32;0;6;94;221.3;0.2454
PC;SSD2;write;32;0;6;95;221.5;0.249
PC;SSD2;write;32;0;6;96;221.2;0.2458
PC;SSD2;write;32;0;6;97;221.6;0.2072
PC;SSD2;write;32;0;6;98;221.3;0.2465
PC;SSD2;write;32;0;6;99;221.2;0.2585
PC;SSD2;write;32;0;6;100;221.4;0.2582
PC;SSD2;write;32;0;6;101;221.0;0.2517
PC;SSD2;write;32;0;6;102;220.9;0.2189
PC;SSD2;write;32;0;6;103;221.4;0.2446
PC;SSD2;write;32;0;6;104;221.3;0.2474
PC;SSD2;write;32;0;6;105;221.3;0.2382
PC;SSD2;write;32;0;6;106;221.3;0.2459
PC;SSD2;write;32;0;6;107;221.5;0.1848
PC;SSD2;write;32;0;6;108;221.3;0.2467
PC;SSD2;write;32;0;6;109;221.5;0.2341
PC;SSD2;write;32;0;6;110;221.4;0.247
PC;SSD2;write;32;0;6;111;221.5;0.2442
PC;SSD2;write;32;0;6;112;221.6;0.2714
PC;SSD2;write;32;0;6;113;221.5;0.2423
PC;SSD2;write;32;0;6;114;221.3;0.2466
PC;SSD2;write;32;0;6;115;221.4;0.2231
PC;SSD2;write;32;0;6;116;221.0;0.242
PC;SSD2;write;32;0;6;117;221.5;0.1874
PC;SSD2;write;32;0;6;118;221.4;0.2466
PC;SSD2;write;32;0;6;119;221.2;0.2464
PC;SSD2;read;32;0;6;0;221.1;0.1752
PC;SSD2;read;32;0;6;1;221.4;0.174
PC;SSD2;read;32;0;6;2;220.9;0.1746
PC;SSD2;read;32;0;6;3;221.2;0.1752
PC;SSD2;read;32;0;6;4;221.2;0.1668
PC;SSD2;read;32;0;6;5;221.3;0.2272
PC;SSD2;read;32;0;6;6;221.0;0.2262
PC;SSD2;read;32;0;6;7;221.1;0.2243
PC;SSD2;read;32;0;6;8;220.9;0.2267
PC;SSD2;read;32;0;6;9;220.9;0.2251
PC;SSD2;read;32;0;6;10;221.2;0.2262
PC;SSD2;read;32;0;6;11;221.4;0.2277
PC;SSD2;read;32;0;6;12;221.1;0.2257
PC;SSD2;read;32;0;6;13;221.1;0.227
PC;SSD2;read;32;0;6;14;221.1;0.2263
PC;SSD2;read;32;0;6;15;220.9;0.2272
PC;SSD2;read;32;0;6;16;221.2;0.2259
PC;SSD2;read;32;0;6;17;220.8;0.2266
PC;SSD2;read;32;0;6;18;220.9;0.2265
PC;SSD2;read;32;0;6;19;221.1;0.227
PC;SSD2;read;32;0;6;20;221.3;0.2266
PC;SSD2;read;32;0;6;21;221.2;0.2264
PC;SSD2;read;32;0;6;22;221.0;0.2276
PC;SSD2;read;32;0;6;23;220.9;0.2266
PC;SSD2;read;32;0;6;24;220.7;0.2264
PC;SSD2;read;32;0;6;25;221.0;0.2262
PC;SSD2;read;32;0;6;26;221.1;0.2256
PC;SSD2;read;32;0;6;27;220.5;0.2266
PC;SSD2;read;32;0;6;28;221.2;0.2252
PC;SSD2;read;32;0;6;29;220.9;0.2126
PC;SSD2;read;32;0;6;30;220.9;0.2256
PC;SSD2;read;32;0;6;31;221.2;0.2228
PC;SSD2;read;32;0;6;32;220.8;0.2273
PC;SSD2;read;32;0;6;33;221.1;0.2277
PC;SSD2;read;32;0;6;34;220.9;0.2267
PC;SSD2;read;32;0;6;35;220.9;0.2267
PC;SSD2;read;32;0;6;36;221.3;0.2266
PC;SSD2;read;32;0;6;37;221.3;0.2286
PC;SSD2;read;32;0;6;38;220.8;0.2265
PC;SSD2;read;32;0;6;39;220.8;0.227
PC;SSD2;read;32;0;6;40;221.1;0.2247
PC;SSD2;read;32;0;6;41;221.0;0.2269
PC;SSD2;read;32;0;6;42;221.0;0.2251
PC;SSD2;read;32;0;6;43;220.9;0.2261
PC;SSD2;read;32;0;6;44;221.2;0.2265
PC;SSD2;read;32;0;6;45;220.9;0.228
PC;SSD2;read;32;0;6;46;220.9;0.2263
PC;SSD2;read;32;0;6;47;221.0;0.2266
PC;SSD2;read;32;0;6;48;221.1;0.2277
PC;SSD2;read;32;0;6;49;221.0;0.2271
PC;SSD2;read;32;0;6;50;221.0;0.2275
PC;SSD2;read;32;0;6;51;221.1;0.226
PC;SSD2;read;32;0;6;52;221.0;0.2264
PC;SSD2;read;32;0;6;53;220.8;0.2273
PC;SSD2;read;32;0;6;54;221.0;0.2279
PC;SSD2;read;32;0;6;55;221.2;0.2271
PC;SSD2;read;32;0;6;56;221.0;0.2261
PC;SSD2;read;32;0;6;57;221.1;0.2255
PC;SSD2;read;32;0;6;58;221.0;0.2266
PC;SSD2;read;32;0;6;59;221.0;0.2267
PC;SSD2;read;32;0;6;60;220.7;0.2265
PC;SSD2;read;32;0;6;61;220.8;0.2274
PC;SSD2;read;32;0;6;62;220.9;0.2255
PC;SSD2;read;32;0;6;63;221.0;0.2276
PC;SSD2;read;32;0;6;64;221.2;0.2253
PC;SSD2;read;32;0;6;65;220.8;0.2273
PC;SSD2;read;32;0;6;66;221.0;0.2257
PC;SSD2;read;32;0;6;67;220.7;0.2295
PC;SSD2;read;32;0;6;68;221.0;0.2275
PC;SSD2;read;32;0;6;69;221.0;0.2265
PC;SSD2;read;32;0;6;70;220.7;0.2269
PC;SSD2;read;32;0;6;71;221.0;0.2263
PC;SSD2;read;32;0;6;72;220.7;0.2266
PC;SSD2;read;32;0;6;73;221.0;0.2267
PC;SSD2;read;32;0;6;74;221.2;0.2265
PC;SSD2;read;32;0;6;75;221.0;0.2269
PC;SSD2;read;32;0;6;76;221.3;0.2289
PC;SSD2;read;32;0;6;77;221.0;0.227
PC;SSD2;read;32;0;6;78;220.8;0.2261
PC;SSD2;read;32;0;6;79;220.8;0.2266
PC;SSD2;read;32;0;6;80;221.0;0.2259
PC;SSD2;read;32;0;6;81;221.1;0.2241
PC;SSD2;read;32;0;6;82;221.2;0.2282
PC;SSD2;read;32;0;6;83;221.0;0.2273
PC;SSD2;read;32;0;6;84;221.1;0.227
PC;SSD2;read;32;0;6;85;220.9;0.2274
PC;SSD2;read;32;0;6;86;221.0;0.2263
PC;SSD2;read;32;0;6;87;220.9;0.2253
PC;SSD2;read;32;0;6;88;221.2;0.2274
PC;SSD2;read;32;0;6;89;221.2;0.2277
PC;SSD2;read;32;0;6;90;221.0;0.2273
PC;SSD2;read;32;0;6;91;220.9;0.2271
PC;SSD2;read;32;0;6;92;221.1;0.2266
PC;SSD2;read;32;0;6;93;221.2;0.2269
PC;SSD2;read;32;0;6;94;221.2;0.2266
PC;SSD2;read;32;0;6;95;221.1;0.2238
PC;SSD2;read;32;0;6;96;221.0;0.2274
PC;SSD2;read;32;0;6;97;220.9;0.2254
PC;SSD2;read;32;0;6;98;221.0;0.2263
PC;SSD2;read;32;0;6;99;220.7;0.2279
PC;SSD2;read;32;0;6;100;221.1;0.2274
PC;SSD2;read;32;0;6;101;220.8;0.2264
PC;SSD2;read;32;0;6;102;221.4;0.2265
PC;SSD2;read;32;0;6;103;220.9;0.2263
PC;SSD2;read;32;0;6;104;221.1;0.226
PC;SSD2;read;32;0;6;105;221.2;0.227
PC;SSD2;read;32;0;6;106;221.1;0.2282
PC;SSD2;read;32;0;6;107;221.1;0.2265
PC;SSD2;read;32;0;6;108;221.2;0.2255
PC;SSD2;read;32;0;6;109;221.2;0.2279
PC;SSD2;read;32;0;6;110;221.2;0.2264
PC;SSD2;read;32;0;6;111;221.2;0.2264
PC;SSD2;read;32;0;6;112;221.3;0.2261
PC;SSD2;read;32;0;6;113;221.1;0.2268
PC;SSD2;read;32;0;6;114;221.2;0.2266
PC;SSD2;read;32;0;6;115;221.0;0.2641
PC;SSD2;read;32;0;6;116;221.1;0.2232
PC;SSD2;read;32;0;6;117;221.5;0.2271
PC;SSD2;read;32;0;6;118;221.4;0.2277
PC;SSD2;read;32;0;6;119;221.0;0.226
PC;SSD2;read;32;0;6;120;221.1;0.2261
PC;SSD2;read;32;0;6;121;221.0;0.2232
PC;SSD2;write;32;0;3;0;221.2;0.174
PC;SSD2;write;32;0;3;1;221.1;0.1746
PC;SSD2;write;32;0;3;2;221.3;0.1739
PC;SSD2;write;32;0;3;3;221.3;0.2483
PC;SSD2;write;32;0;3;4;221.1;0.2461
PC;SSD2;write;32;0;3;5;221.1;0.2532
PC;SSD2;write;32;0;3;6;221.2;0.2471
PC;SSD2;write;32;0;3;7;221.4;0.2492
PC;SSD2;write;32;0;3;8;221.1;0.2477
PC;SSD2;write;32;0;3;9;221.1;0.2468
PC;SSD2;write;32;0;3;10;221.3;0.1979
PC;SSD2;write;32;0;3;11;221.3;0.2299
PC;SSD2;write;32;0;3;12;221.3;0.2485
PC;SSD2;write;32;0;3;13;220.9;0.2487
PC;SSD2;write;32;0;3;14;220.7;0.2459
PC;SSD2;write;32;0;3;15;220.8;0.1846
PC;SSD2;write;32;0;3;16;220.7;0.247
PC;SSD2;write;32;0;3;17;220.8;0.2473
PC;SSD2;write;32;0;3;18;221.1;0.2494
PC;SSD2;write;32;0;3;19;220.7;0.2398
PC;SSD2;write;32;0;3;20;220.6;0.1999
PC;SSD2;write;32;0;3;21;220.6;0.2457
PC;SSD2;write;32;0;3;22;220.4;0.2454
PC;SSD2;write;32;0;3;23;221.2;0.1849
PC;SSD2;write;32;0;3;24;220.9;0.2308
PC;SSD2;write;32;0;3;25;220.6;0.2288
PC;SSD2;write;32;0;3;26;220.7;0.2474
PC;SSD2;write;32;0;3;27;220.8;0.2466
PC;SSD2;write;32;0;3;28;220.7;0.2117
PC;SSD2;write;32;0;3;29;221.0;0.2525
PC;SSD2;write;32;0;3;30;220.6;0.2676
PC;SSD2;write;32;0;3;31;220.6;0.2432
PC;SSD2;write;32;0;3;32;220.8;0.2471
PC;SSD2;write;32;0;3;33;220.8;0.2159
PC;SSD2;write;32;0;3;34;220.7;0.2414
PC;SSD2;write;32;0;3;35;221.1;0.232
PC;SSD2;write;32;0;3;36;220.3;0.247
PC;SSD2;write;32;0;3;37;220.5;0.2573
PC;SSD2;write;32;0;3;38;220.8;0.1964
PC;SSD2;write;32;0;3;39;220.3;0.2478
PC;SSD2;write;32;0;3;40;220.5;0.235
PC;SSD2;write;32;0;3;41;220.7;0.2461
PC;SSD2;write;32;0;3;42;220.6;0.246
PC;SSD2;write;32;0;3;43;220.6;0.251
PC;SSD2;write;32;0;3;44;220.4;0.2466
PC;SSD2;write;32;0;3;45;220.7;0.1839
PC;SSD2;write;32;0;3;46;220.5;0.2458
PC;SSD2;write;32;0;3;47;220.9;0.2462
PC;SSD2;write;32;0;3;48;220.6;0.2549
PC;SSD2;write;32;0;3;49;220.7;0.2463
PC;SSD2;write;32;0;3;50;220.5;0.1946
PC;SSD2;write;32;0;3;51;220.8;0.2542
PC;SSD2;write;32;0;3;52;220.4;0.2466
PC;SSD2;write;32;0;3;53;220.8;0.2572
PC;SSD2;write;32;0;3;54;220.3;0.2457
PC;SSD2;write;32;0;3;55;220.6;0.1862
PC;SSD2;write;32;0;3;56;220.7;0.2599
PC;SSD2;write;32;0;3;57;220.4;0.2473
PC;SSD2;write;32;0;3;58;220.5;0.2494
PC;SSD2;write;32;0;3;59;220.6;0.2459
PC;SSD2;write;32;0;3;60;220.9;0.1836
PC;SSD2;write;32;0;3;61;220.7;0.2469
PC;SSD2;write;32;0;3;62;220.5;0.2531
PC;SSD2;write;32;0;3;63;220.8;0.2438
PC;SSD2;write;32;0;3;64;220.8;0.2469
PC;SSD2;write;32;0;3;65;220.6;0.1856
PC;SSD2;write;32;0;3;66;220.8;0.243
PC;SSD2;write;32;0;3;67;221.0;0.2462
PC;SSD2;write;32;0;3;68;220.8;0.2402
PC;SSD2;write;32;0;3;69;220.6;0.2468
PC;SSD2;write;32;0;3;70;220.6;0.186
PC;SSD2;write;32;0;3;71;220.8;0.2344
PC;SSD2;write;32;0;3;72;220.8;0.2454
PC;SSD2;write;32;0;3;73;220.9;0.1847
PC;SSD2;write;32;0;3;74;220.7;0.2399
PC;SSD2;write;32;0;3;75;220.7;0.2447
PC;SSD2;write;32;0;3;76;221.0;0.2475
PC;SSD2;write;32;0;3;77;220.7;0.2583
PC;SSD2;write;32;0;3;78;220.7;0.1863
PC;SSD2;write;32;0;3;79;221.0;0.25
PC;SSD2;write;32;0;3;80;221.0;0.2418
PC;SSD2;write;32;0;3;81;220.5;0.2607
PC;SSD2;write;32;0;3;82;220.7;0.2476
PC;SSD2;write;32;0;3;83;220.7;0.2366
PC;SSD2;write;32;0;3;84;220.5;0.243
PC;SSD2;write;32;0;3;85;221.0;0.2216
PC;SSD2;write;32;0;3;86;220.7;0.2467
PC;SSD2;write;32;0;3;87;220.6;0.2462
PC;SSD2;write;32;0;3;88;220.8;0.2518
PC;SSD2;write;32;0;3;89;220.8;0.203
PC;SSD2;write;32;0;3;90;220.8;0.2323
PC;SSD2;write;32;0;3;91;220.9;0.2445
PC;SSD2;write;32;0;3;92;220.6;0.2477
PC;SSD2;write;32;0;3;93;220.9;0.1872
PC;SSD2;write;32;0;3;94;220.7;0.2354
PC;SSD2;write;32;0;3;95;220.8;0.2463
PC;SSD2;write;32;0;3;96;220.7;0.2064
PC;SSD2;write;32;0;3;97;220.8;0.2458
PC;SSD2;write;32;0;3;98;220.7;0.2581
PC;SSD2;write;32;0;3;99;220.7;0.2625
PC;SSD2;write;32;0;3;100;220.8;0.2456
PC;SSD2;write;32;0;3;101;220.8;0.1824
PC;SSD2;write;32;0;3;102;220.5;0.244
PC;SSD2;write;32;0;3;103;220.8;0.2467
PC;SSD2;write;32;0;3;104;220.7;0.2491
PC;SSD2;write;32;0;3;105;220.7;0.2468
PC;SSD2;write;32;0;3;106;220.9;0.1827
PC;SSD2;write;32;0;3;107;220.8;0.2469
PC;SSD2;write;32;0;3;108;220.8;0.216
PC;SSD2;write;32;0;3;109;220.8;0.2496
PC;SSD2;write;32;0;3;110;220.9;0.2478
PC;SSD2;write;32;0;3;111;220.9;0.1881
PC;SSD2;write;32;0;3;112;220.8;0.2729
PC;SSD2;write;32;0;3;113;221.0;0.2473
PC;SSD2;write;32;0;3;114;220.9;0.2467
PC;SSD2;write;32;0;3;115;221.0;0.2468
PC;SSD2;write;32;0;3;116;221.0;0.1859
PC;SSD2;write;32;0;3;117;220.9;0.2482
PC;SSD2;write;32;0;3;118;221.0;0.2342
PC;SSD2;write;32;0;3;119;221.0;0.248
PC;SSD2;read;32;0;3;0;221.3;0.1736
PC;SSD2;read;32;0;3;1;221.5;0.1748
PC;SSD2;read;32;0;3;2;221.1;0.1754
PC;SSD2;read;32;0;3;3;221.4;0.2727
PC;SSD2;read;32;0;3;4;221.3;0.2261
PC;SSD2;read;32;0;3;5;221.1;0.2261
PC;SSD2;read;32;0;3;6;221.0;0.2279
PC;SSD2;read;32;0;3;7;221.3;0.2237
PC;SSD2;read;32;0;3;8;221.0;0.2254
PC;SSD2;read;32;0;3;9;221.2;0.2245
PC;SSD2;read;32;0;3;10;221.4;0.2264
PC;SSD2;read;32;0;3;11;220.9;0.2262
PC;SSD2;read;32;0;3;12;221.0;0.2266
PC;SSD2;read;32;0;3;13;221.1;0.227
PC;SSD2;read;32;0;3;14;220.8;0.2277
PC;SSD2;read;32;0;3;15;221.3;0.2272
PC;SSD2;read;32;0;3;16;221.2;0.2449
PC;SSD2;read;32;0;3;17;221.1;0.2272
PC;SSD2;read;32;0;3;18;221.0;0.2099
PC;SSD2;read;32;0;3;19;221.1;0.2279
PC;SSD2;read;32;0;3;20;221.3;0.2271
PC;SSD2;read;32;0;3;21;221.4;0.2268
PC;SSD2;read;32;0;3;22;221.0;0.2266
PC;SSD2;read;32;0;3;23;220.9;0.2101
PC;SSD2;read;32;0;3;24;221.1;0.2273
PC;SSD2;read;32;0;3;25;221.2;0.2107
PC;SSD2;read;32;0;3;26;221.0;0.2267
PC;SSD2;read;32;0;3;27;220.9;0.2253
PC;SSD2;read;32;0;3;28;220.9;0.228
PC;SSD2;read;32;0;3;29;221.4;0.2267
PC;SSD2;read;32;0;3;30;220.8;0.2249
PC;SSD2;read;32;0;3;31;221.1;0.2249
PC;SSD2;read;32;0;3;32;221.0;0.2183
PC;SSD2;read;32;0;3;33;221.1;0.2254
PC;SSD2;read;32;0;3;34;220.9;0.2182
PC;SSD2;read;32;0;3;35;221.1;0.2262
PC;SSD2;read;32;0;3;36;220.9;0.2261
PC;SSD2;read;32;0;3;37;220.8;0.2277
PC;SSD2;read;32;0;3;38;221.0;0.2072
PC;SSD2;read;32;0;3;39;221.0;0.2301
PC;SSD2;read;32;0;3;40;220.8;0.227
PC;SSD2;read;32;0;3;41;220.7;0.2263
PC;SSD2;read;32;0;3;42;220.9;0.2216
PC;SSD2;read;32;0;3;43;221.3;0.2121
PC;SSD2;read;32;0;3;44;221.1;0.2034
